orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,collectionVehicles,combined,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country
50297493010,100436,DAF75,Complete,2025-02-24T06:49:34.0000 UTC,2025-02-24T06:50:15.2010 UTC,2025-02-24T06:49:34.0000 UTC,2025-02-24T06:59:25.0320 UTC,AO,OR2A,30.681,102.78296662,17.38420061,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,View-Ready (Standard) OR2A,103001010CC67600,30.68,30.68,0.066,N,Thailand
50297491080,100436,DAF75,Complete,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:08:12.2930 UTC,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:16:40.5910 UTC,AO,OR2A,337.231,123.67676647562664,13.110439044014182,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI25,105001004018CD00,337.23,337.23,0.977,N,Philippines
50297491070,100436,DAF75,Complete,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:05:51.0040 UTC,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:19:34.8270 UTC,AO,OR2A,175.698,123.97816191548492,10.309349263351065,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI24,105001004018CF00,175.7,175.7,0.509,N,Philippines
50297491090,100436,DAF75,Complete,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:09:33.3400 UTC,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:24:00.8010 UTC,AO,OR2A,306.75,96.13573358075412,16.867990475330604,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI26,104001009F4E0A00,306.75,306.75,0.594,N,Myanmar
50297491100,100436,DAF75,Complete,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:09:49.3780 UTC,2025-02-24T06:39:54.0000 UTC,2025-02-24T07:15:52.8600 UTC,AO,OR2A,118.173,103.81091083289508,13.408333068003708,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI27,###############################################################################################################################################################################################################################################################,118.18,118.18,0.343,N,Cambodia
50297491040,100436,DAF75,Complete,2025-02-24T06:39:53.0000 UTC,2025-02-24T06:59:44.9910 UTC,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:16:39.9940 UTC,AO,OR2A,306.75,96.13573358075412,16.867990475330604,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI12,104001009F4E0A00,306.75,306.75,0.594,N,Myanmar
50297491020,100436,DAF75,Complete,2025-02-24T06:39:53.0000 UTC,2025-02-24T06:54:24.1500 UTC,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:14:29.0970 UTC,AO,OR2A,175.698,123.97816191548492,10.309349263351065,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI10,105001004018CF00,175.7,175.7,0.509,N,Philippines
50297491030,100436,DAF75,Complete,2025-02-24T06:39:53.0000 UTC,2025-02-24T06:59:35.2850 UTC,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:09:39.0170 UTC,AO,OR2A,337.231,123.67676647562664,13.110439044014182,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI11,105001004018CD00,337.23,337.23,0.977,N,Philippines
50297491060,100436,DAF75,Complete,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:03:54.7100 UTC,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:11:08.5220 UTC,AO,OR2A,402.142,101.09136604274968,4.590327123525325,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,AOI23,103001010CA6C500,402.14,402.14,0.868,N,Malaysia
50297491050,100436,DAF75,Complete,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:05:32.2950 UTC,2025-02-24T06:39:53.0000 UTC,2025-02-24T07:10:14.1610 UTC,AO,OR2A,118.173,103.81091083289508,13.408333068003708,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI13,###############################################################################################################################################################################################################################################################,118.18,118.18,0.343,N,Cambodia
50297491010,100436,DAF75,Complete,2025-02-24T06:39:52.0000 UTC,2025-02-24T06:54:09.0640 UTC,2025-02-24T06:39:52.0000 UTC,2025-02-24T07:09:01.2870 UTC,AO,OR2A,402.142,101.09136604274968,4.590327123525325,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,AOI9,103001010CA6C500,402.14,402.14,0.868,N,Malaysia
50297489020,100436,DAF75,Complete,2025-02-24T06:30:57.0000 UTC,2025-02-24T06:35:50.5470 UTC,2025-02-24T06:30:57.0000 UTC,2025-02-24T06:52:05.8060 UTC,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI5,###############################################################################################################################################################################################################################################################,157.99,157.99,0.458,N,Australia
50297489040,100436,DAF75,Complete,2025-02-24T06:30:57.0000 UTC,2025-02-24T06:36:01.4860 UTC,2025-02-24T06:30:57.0000 UTC,2025-02-24T06:48:56.3280 UTC,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI19,###############################################################################################################################################################################################################################################################,157.99,157.99,0.458,N,Australia
50297489030,100436,DAF75,Complete,2025-02-24T06:30:57.0000 UTC,2025-02-24T06:36:00.1320 UTC,2025-02-24T06:30:57.0000 UTC,2025-02-24T07:22:06.6040 UTC,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI18,###############################################################################################################################################################################################################################################################,411.96,411.96,1.194,N,Malaysia
50297489010,100436,DAF75,Complete,2025-02-24T06:30:56.0000 UTC,2025-02-24T06:35:48.8150 UTC,2025-02-24T06:30:56.0000 UTC,2025-02-24T07:01:01.3890 UTC,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI4,###############################################################################################################################################################################################################################################################,411.96,411.96,1.194,N,Malaysia
50297487010,100436,DAF75,Complete,2025-02-24T06:18:44.0000 UTC,2025-02-24T06:20:39.9850 UTC,2025-02-24T06:18:44.0000 UTC,2025-02-24T06:26:34.2210 UTC,AO,OR2A,35.555,98.98547102,8.098398525,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,View-Ready (Standard) OR2A,103001010D6D2800,35.56,35.56,0.077,N,Thailand
50297486220,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:53:14.8650 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:59:10.1850 UTC,AO,OR2A,17.306,122.05874148500004,6.922646320000001,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI39,10400100A4D53400,17.31,17.31,0.033,N,Philippines
50297486230,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:53:29.7030 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T07:08:39.0630 UTC,AO,OR2A,24.89,112.78728666000002,-7.378957185000001,WV02,WV02,ARCHIVE,Public,N,Standard,2/24/2025,AOI40,103001010621D500,24.89,24.89,0.054,N,Indonesia
50297486190,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:52:40.9590 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T07:16:58.5300 UTC,AO,OR2A,46.242,127.31291396500004,50.17320587999999,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,AOI36,103001010B0B2200,46.24,46.24,0.1,N,China
50297486200,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:52:59.0180 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T07:00:14.1680 UTC,AO,OR2A,22.812,120.27161503999996,14.79395138,LG01,LG01,ARCHIVE,Public,N,Standard,2/24/2025,AOI37,B110001100A7E500,22.81,22.81,0.061,N,Philippines
50297486170,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:52:22.7270 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:59:43.3100 UTC,AO,OR2A,15.897,118.757966055,9.742642605,WV03,WV03,ARCHIVE,Public,N,Standard,2/24/2025,AOI34,104001009E1E6E00,15.9,15.9,0.031,N,Philippines
50297486210,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:52:43.6020 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:59:50.2800 UTC,AO,OR2A,30.09,119.82431701,49.206092135000006,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI38,10400100A080E500,30.09,30.09,0.058,N,China
50297486180,100436,DAF75,Complete,2025-02-24T05:59:14.0000 UTC,2025-02-24T06:52:25.0500 UTC,2025-02-24T05:59:14.0000 UTC,2025-02-24T07:03:21.6050 UTC,AO,OR2A,52.336,116.972426945,31.98119558,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI35,10400100A2640400,52.34,52.34,0.101,N,China
50297486110,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:49:33.2980 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T08:08:00.5320 UTC,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI21,10500100402D2B00,312.61,312.61,0.906,N,China
50297486130,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:49:39.5760 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:57:48.4560 UTC,AO,OR2A,29.244,95.42000173,5.52620926,WV03,WV03,ARCHIVE,Public,N,Standard,2/24/2025,AOI29,104001009D788D00,29.24,29.24,0.057,N,Indonesia
50297486090,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:49:34.7440 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T07:21:41.4910 UTC,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,AOI17,103001010CB9B800,557.76,557.76,1.204,N,Indonesia
50297486140,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:49:56.5330 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:59:48.0980 UTC,AO,OR2A,29.244,95.42000173,5.52620926,WV03,WV03,ARCHIVE,Public,N,Standard,2/24/2025,AOI30,104001009D788D00,29.24,29.24,0.057,N,Indonesia
50297486070,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:44:41.2440 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:57:08.7530 UTC,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI15,10500100404C3D00,203.22,203.22,0.589,N,China
50297486150,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:50:15.1980 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T07:21:32.6310 UTC,AO,OR2A,42.341,121.01198237,14.511340485,LG02,LG02,ARCHIVE,Public,N,Standard,2/24/2025,AOI32,B1200011009C0000,42.34,42.34,0.114,N,Philippines
50297486100,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:49:33.0910 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T07:03:13.5820 UTC,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI20,1050010040313A00,215.0,215.0,0.623,N,Indonesia
50297486160,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:52:04.0140 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T07:11:35.9840 UTC,AO,OR2A,127.699,126.227981355,45.60313377000001,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI33,10400100A1342F00,127.7,127.7,0.247,N,China
50297486080,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:44:41.0440 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T08:40:00.9280 UTC,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI16,###############################################################################################################################################################################################################################################################,494.92,494.92,1.435,N,China
50297486120,100436,DAF75,Complete,2025-02-24T05:59:13.0000 UTC,2025-02-24T06:51:42.1840 UTC,2025-02-24T05:59:13.0000 UTC,2025-02-24T07:51:43.5480 UTC,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI22,104001009FB89100,288.58,288.58,0.559,N,China
50297486030,100436,DAF75,Complete,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:39:58.8530 UTC,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:58:24.4610 UTC,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,WV02,ARCHIVE,Public,N,Fresh,2/24/2025,AOI3,103001010CB9B800,557.76,557.76,1.204,N,Indonesia
50297486020,100436,DAF75,Complete,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:37:11.7650 UTC,2025-02-24T05:59:12.0000 UTC,2025-02-24T07:25:00.2900 UTC,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI2,###############################################################################################################################################################################################################################################################,494.92,494.92,1.435,N,China
50297486040,100436,DAF75,Complete,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:37:19.8260 UTC,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:54:26.2550 UTC,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI6,1050010040313A00,215.0,215.0,0.623,N,Indonesia
50297486050,100436,DAF75,Complete,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:39:53.4070 UTC,2025-02-24T05:59:12.0000 UTC,2025-02-24T07:21:10.0380 UTC,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI7,10500100402D2B00,312.61,312.61,0.906,N,China
50297486060,100436,DAF75,Complete,2025-02-24T05:59:12.0000 UTC,2025-02-24T06:40:01.2060 UTC,2025-02-24T05:59:12.0000 UTC,2025-02-24T07:58:06.7570 UTC,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,WV03,ARCHIVE,Public,N,Fresh,2/24/2025,AOI8,104001009FB89100,288.58,288.58,0.559,N,China
50297486010,100436,DAF75,Complete,2025-02-24T05:59:11.0000 UTC,2025-02-24T06:37:08.4590 UTC,2025-02-24T05:59:11.0000 UTC,2025-02-24T06:50:49.8120 UTC,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,GE01,ARCHIVE,Public,N,Fresh,2/24/2025,AOI1,10500100404C3D00,203.22,203.22,0.589,N,China
50294532010,100436,DAF75,Complete,2025-02-18T02:38:34.0000 UTC,2025-02-18T02:39:01.1980 UTC,2025-02-18T02:38:34.0000 UTC,2025-02-18T02:44:19.4820 UTC,AO,OR2A,1.003,116.9159548150134,-1.1705616449851737,LG02,LG02,ARCHIVE,Public,N,Fresh,2/18/2025,View-Ready (Standard) OR2A,B120001100FAAF00,1.0,1.0,0.003,N,Indonesia
50292263010,100436,DAF75,Complete,2025-02-12T05:21:53.0000 UTC,2025-02-12T05:22:20.0870 UTC,2025-02-12T05:21:53.0000 UTC,2025-02-12T05:34:19.2850 UTC,AO,OR2A,70.738,106.423938225,-7.35596328,LG02,LG02,ARCHIVE,Public,N,Fresh,2/12/2025,View-Ready (Standard) OR2A,B120002101210700,70.74,70.74,0.19,N,Indonesia
50290956010,100436,DAF75,Complete,2025-02-07T03:20:04.0000 UTC,2025-02-07T03:20:36.5700 UTC,2025-02-07T03:20:04.0000 UTC,2025-02-07T03:32:11.2960 UTC,AO,OR2A,28.636,140.51961901500002,-2.57905988,LG01,LG01,ARCHIVE,Public,N,Fresh,2/7/2025,View-Ready (Standard) OR2A,B11000110103F700,28.64,28.64,0.077,N,Indonesia
50289089010,100436,DAF75,Complete,2025-02-03T03:38:49.0000 UTC,2025-02-03T03:40:07.8510 UTC,2025-02-03T03:38:49.0000 UTC,2025-02-03T08:57:54.9530 UTC,AO,OR2A,144.845,106.6201076276385,-6.027862904505361,WV02,WV02,ARCHIVE,Public,N,Standard,2/3/2025,View-Ready (Standard) OR2A,103001000E863100,144.85,144.85,0.313,N,Indonesia
50289087010,100436,DAF75,Complete,2025-02-03T03:29:03.0000 UTC,2025-02-03T03:29:40.3580 UTC,2025-02-03T03:29:03.0000 UTC,2025-02-03T03:36:16.2890 UTC,AO,OR2A,2.256,106.851854755,-6.26911257,GE01,GE01,ARCHIVE,Public,N,Fresh,2/3/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,2.26,2.26,0.007,N,Indonesia
50289086010,100436,DAF75,Complete,2025-02-03T03:24:46.0000 UTC,2025-02-03T03:29:24.8090 UTC,2025-02-03T03:24:46.0000 UTC,2025-02-03T08:42:15.5730 UTC,AO,OR2A,178.524,106.5000973568416,-6.027826432311867,WV02,WV02,ARCHIVE,Public,N,Standard,2/3/2025,View-Ready (Standard) OR2A,103001000F0D8400,178.52,178.52,0.385,N,Indonesia
50289084010,100436,DAF75,Complete,2025-02-03T03:23:43.0000 UTC,2025-02-03T03:24:46.8630 UTC,2025-02-03T03:23:43.0000 UTC,2025-02-03T08:43:12.4230 UTC,AO,OR2A,29.424,106.42280323538036,-6.027919058909454,WV02,WV02,ARCHIVE,Public,N,Standard,2/3/2025,View-Ready (Standard) OR2A,103001000FA24E00,29.42,29.42,0.064,N,Indonesia
50288310010,100436,DAF75,Complete,2025-01-31T04:26:42.0000 UTC,2025-01-31T04:29:50.3500 UTC,2025-01-31T04:26:42.0000 UTC,2025-01-31T04:43:47.5140 UTC,AO,OR2A,165.53,106.57838841068246,-6.031884658004535,WV02,WV02,ARCHIVE,Public,N,Fresh,1/31/2025,View-Ready (Standard) OR2A,103001010B470C00,165.53,165.53,0.357,N,Indonesia
50287954010,100436,DAF75,Complete,2025-01-30T10:49:07.0000 UTC,2025-01-30T10:49:45.6860 UTC,2025-01-30T10:49:07.0000 UTC,2025-01-30T19:09:29.3140 UTC,AO,OR2A,123.002,106.63430614184978,-6.027823936345387,WV02,WV02,ARCHIVE,Public,N,Standard,1/30/2025,View-Ready (Standard) OR2A,10300100D2234700,123.0,123.0,0.265,N,Indonesia
50287952010,100436,DAF75,Active,2025-01-30T10:41:38.0000 UTC,2025-01-30T10:42:19.9560 UTC,2025-01-30T10:41:38.0000 UTC,,AO,OR2A,167.497,106.53635258731276,-6.02784624578839,WV02,WV02,,,,,,,,,,,,Indonesia
50287950010,100436,DAF75,Complete,2025-01-30T10:40:11.0000 UTC,2025-01-30T10:41:59.2330 UTC,2025-01-30T10:40:11.0000 UTC,2025-01-30T16:07:36.1250 UTC,AO,OR2A,96.024,106.4568481361872,-6.027867300331801,WV02,WV02,ARCHIVE,Public,N,Standard,1/30/2025,View-Ready (Standard) OR2A,103001009F975500,96.02,96.02,0.207,N,Indonesia
50287914010,100436,DAF75,Complete,2025-01-30T06:57:32.0000 UTC,2025-01-30T06:58:10.3370 UTC,2025-01-30T06:57:32.0000 UTC,2025-01-30T07:20:55.8530 UTC,AO,OR2A,117.39,106.58018291893504,-6.037083477534444,GE01,GE01,ARCHIVE,Public,N,Fresh,1/30/2025,View-Ready (Standard) OR2A,105001003F311000,117.39,117.39,0.34,N,Indonesia
50287915010,100436,DAF75,Complete,2025-01-30T06:57:32.0000 UTC,2025-01-30T06:59:44.1730 UTC,2025-01-30T06:57:32.0000 UTC,2025-01-30T07:17:23.4910 UTC,AO,OR2A,101.94,106.64507297834096,-6.0278670550016304,LG02,LG02,ARCHIVE,Public,N,Standard,1/30/2025,View-Ready (Standard) OR2A,B120001100731F00,101.94,101.94,0.274,N,Indonesia
50287908010,100436,DAF75,Complete,2025-01-30T06:54:59.0000 UTC,2025-01-30T06:55:25.5280 UTC,2025-01-30T06:54:59.0000 UTC,2025-01-30T07:02:35.7990 UTC,AO,OR2A,41.64,106.43738914247984,-6.0388600269847,WV02,WV02,ARCHIVE,Public,N,Fresh,1/30/2025,View-Ready (Standard) OR2A,103001010BBD1800,41.64,41.64,0.09,N,Indonesia
50287906010,100436,DAF75,Complete,2025-01-30T06:53:41.0000 UTC,2025-01-30T06:55:06.7940 UTC,2025-01-30T06:53:41.0000 UTC,2025-01-30T07:10:32.2630 UTC,AO,OR2A,80.115,106.46923825173364,-6.040132505763596,WV03,WV03,ARCHIVE,Public,N,Fresh,1/30/2025,View-Ready (Standard) OR2A,10400100A3B3E700,80.12,80.12,0.155,N,Indonesia
50285646010,100436,DAF75,Complete,2025-01-24T04:42:50.0000 UTC,2025-01-24T04:43:26.6540 UTC,2025-01-24T04:42:50.0000 UTC,2025-01-24T04:53:35.6600 UTC,AO,OR2A,39.982,116.81702757,-1.2575725,WV02,WV02,ARCHIVE,Public,N,Standard,1/24/2025,View-Ready (Standard) OR2A,103001007CA41900,39.98,39.98,0.086,N,Indonesia
50285634010,100436,DAF75,Complete,2025-01-24T02:54:38.0000 UTC,2025-01-24T02:55:08.5920 UTC,2025-01-24T02:54:38.0000 UTC,2025-01-24T03:06:28.8400 UTC,AO,OR2A,122.368,116.8132490904903,-1.260618791521416,WV02,WV02,ARCHIVE,Public,N,Standard,1/24/2025,View-Ready (Standard) OR2A,10300100E5D69600,122.37,122.37,0.264,N,Indonesia
50285540010,100436,DAF75,Complete,2025-01-23T17:58:38.0000 UTC,2025-01-23T17:59:06.9410 UTC,2025-01-23T17:58:38.0000 UTC,2025-01-23T23:55:30.0780 UTC,AO,OR2A,82.489,114.08339077830864,10.92567111526801,WV03,WV03,ARCHIVE,Public,N,Standard,1/23/2025,View-Ready (Standard) OR2A,104001003E841300,82.49,82.49,0.16,N,Spratly Islands
50284688010,100436,DAF75,Complete,2025-01-22T07:39:37.0000 UTC,2025-01-22T07:44:59.7330 UTC,2025-01-22T07:39:37.0000 UTC,2025-01-22T07:51:44.2240 UTC,AO,OR2A,90.549,116.6107637804004,9.754653702002312,WV02,WV02,ARCHIVE,Public,N,Fresh,1/22/2025,View-Ready (Standard) OR2A,10300101088F0C00,90.55,90.55,0.195,N,Philippines
50284685010,100436,DAF75,Complete,2025-01-22T07:33:17.0000 UTC,2025-01-22T07:34:54.9710 UTC,2025-01-22T07:33:17.0000 UTC,2025-01-22T07:46:47.9220 UTC,AO,OR2A,290.144,116.52463939259717,9.754710321524994,WV02,WV02,ARCHIVE,Public,N,Fresh,1/22/2025,View-Ready (Standard) OR2A,10300101083E1300,290.14,290.14,0.626,N,Spratly Islands
50284683010,100436,DAF75,Complete,2025-01-22T07:31:39.0000 UTC,2025-01-22T07:32:05.3690 UTC,2025-01-22T07:31:39.0000 UTC,2025-01-22T07:38:26.5710 UTC,AO,OR2A,171.902,116.41585241867936,9.75460704156557,WV02,WV02,ARCHIVE,Public,N,Fresh,1/22/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,171.9,171.9,0.371,N,Spratly Islands
50284545010,100436,DAF75,Complete,2025-01-22T02:24:31.0000 UTC,2025-01-22T02:25:17.7060 UTC,2025-01-22T02:24:31.0000 UTC,2025-01-22T10:48:56.7390 UTC,AO,OR2A,49.793,112.88942644249992,9.549939108606406,WV03,WV03,ARCHIVE,Public,N,Standard,1/22/2025,View-Ready (Standard) OR2A,104001005A1FB300,49.79,49.79,0.096,N,Spratly Islands
50284540010,100436,DAF75,Complete,2025-01-22T02:01:02.0000 UTC,2025-01-22T02:01:38.4200 UTC,2025-01-22T02:01:02.0000 UTC,2025-01-22T07:33:36.8370 UTC,AO,OR2A,167.906,115.53775371016012,9.90294953977897,WV04,WV04,ARCHIVE,Public,Yes. Manual calculation required.,Standard,1/22/2025,View-Ready (Standard) OR2A,869bf9a6-40dc-401f-9ca8-0d5445e302de-inv,167.91,,,N,Spratly Islands
50283282010,100436,DAF75,Complete,2025-01-18T13:34:10.0000 UTC,2025-01-18T13:34:57.7900 UTC,2025-01-18T13:34:10.0000 UTC,2025-01-18T13:53:00.2200 UTC,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,GE01,TASKING,Private,N,SelectPlus,1/18/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.0,4120.0,11.942,N,Malaysia
50281515010,100436,DAF75,Complete,2025-01-15T04:22:17.0000 UTC,2025-01-15T04:22:42.3740 UTC,2025-01-15T04:22:17.0000 UTC,2025-01-15T04:35:04.9740 UTC,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,WV02,TASKING,Private,N,SelectPlus,1/15/2025,View-Ready (Standard) OR2A,103001010CB9B800,100.0,4120.0,8.892,N,Indonesia
50279435010,100436,DAF75,Complete,2025-01-14T03:34:46.0000 UTC,2025-01-14T03:39:50.8740 UTC,2025-01-14T03:34:46.0000 UTC,2025-01-14T03:54:05.0460 UTC,AO,OR2A,125.928,110.576632445,0.852341185,WV02,WV02,ARCHIVE,Public,N,Standard,1/14/2025,View-Ready (Standard) OR2A,10300100EB22AC00,125.93,125.93,0.272,N,Indonesia
50279327010,100436,DAF75,Complete,2025-01-14T02:01:14.0000 UTC,2025-01-14T02:01:57.2140 UTC,2025-01-14T02:01:14.0000 UTC,2025-01-14T02:24:13.3400 UTC,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,GE01,TASKING,Private,N,SelectPlus,1/14/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.0,4120.0,11.942,N,Australia
50278992010,100436,DAF75,Complete,2025-01-13T08:09:08.0000 UTC,2025-01-13T08:09:43.1260 UTC,2025-01-13T08:09:08.0000 UTC,2025-01-13T08:22:45.6360 UTC,AO,OR2A,29.244,95.42000173,5.52620926,WV03,WV03,ARCHIVE,Public,N,Fresh,1/13/2025,View-Ready (Standard) OR2A,104001009D788D00,29.24,29.24,0.057,N,Indonesia
50278990010,100436,DAF75,Complete,2025-01-13T08:08:46.0000 UTC,2025-01-13T08:09:29.8460 UTC,2025-01-13T08:08:46.0000 UTC,2025-01-13T08:21:01.8140 UTC,AO,OR2A,29.244,95.42000173,5.52620926,WV03,WV03,ARCHIVE,Public,N,Fresh,1/13/2025,View-Ready (Standard) OR2A,104001009D788D00,29.24,29.24,0.057,N,Indonesia
50278970010,100436,DAF75,Complete,2025-01-13T07:43:40.0000 UTC,2025-01-13T07:44:46.2890 UTC,2025-01-13T07:43:40.0000 UTC,2025-01-13T07:55:30.1490 UTC,AO,OR2A,35.73,110.35475632,1.488401995,WV03,WV03,ARCHIVE,Public,N,Fresh,1/13/2025,View-Ready (Standard) OR2A,10400100A057F900,35.73,35.73,0.069,N,Malaysia
50278957010,100436,DAF75,Complete,2025-01-13T04:49:29.0000 UTC,2025-01-13T04:49:58.7530 UTC,2025-01-13T04:49:29.0000 UTC,2025-01-13T05:00:35.8900 UTC,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,GE01,TASKING,Private,N,SelectPlus,1/13/2025,View-Ready (Standard) OR2A,1050010040313A00,100.0,4120.0,11.942,N,Indonesia
