orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,spacecraft,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country,timeToComplete,seconds
50328733010,100436,DAF75,Complete,2025-05-06 03:51:41,2025-05-06 03:52:23.177,2025-05-06 03:51:41,2025-05-06 04:04:49.386,AO,OR2A,743.391,140.21784531153756,-4.841210064195479,WV02,ARCHIVE,Public,N,Standard,2025-05-06,View-Ready (Standard) OR2A,103001010BD6A000,743.39,743.39,00:00:01.604,N,Indonesia,12.436816666666665,1.604
50328727010,100436,DAF75,Complete,2025-05-06 02:49:39,2025-05-06 02:50:11.336,2025-05-06 02:49:39,2025-05-06 03:02:21.546,AO,OR2A,218.997,138.29615996959998,-3.9620217272788154,GE01,TASKING,Private,N,SelectPlus,2025-05-06,View-Ready (Standard) OR2A,1050010042422D00,100.0,4120.0,00:00:11.942,N,Indonesia,12.170166666666667,11.942
50328721010,100436,DAF75,Complete,2025-05-06 01:46:13,2025-05-06 01:47:38.300,2025-05-06 01:46:13,2025-05-06 01:58:56.738,AO,OR2A,189.504,138.53225237021567,-4.305049278156716,GE01,TASKING,Private,N,SelectPlus,2025-05-06,View-Ready (Standard) OR2A,1050010042422F00,100.0,4120.0,00:00:11.942,N,Indonesia,11.3073,11.942
50328719010,100436,DAF75,Complete,2025-05-06 01:44:13,2025-05-06 01:44:58.887,2025-05-06 01:44:13,2025-05-06 02:01:59.100,AO,OR2A,924.925,139.49660146699244,-4.939917225424244,GE01,TASKING,Private,N,SelectPlus,2025-05-06,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,453.78,18695.74,00:00:54.191,N,Indonesia,17.00355,54.191
50328224010,100436,DAF75,Complete,2025-05-05 02:11:26,2025-05-05 02:14:58.515,2025-05-05 02:11:26,2025-05-05 02:22:04.626,AO,OR2A,28.334,113.889257335,-1.27485917,WV02,ARCHIVE,Public,N,Standard,2025-05-05,View-Ready (Standard) OR2A,10300100EDACEB00,28.33,28.33,00:00:00.061,N,Indonesia,7.10185,0.061
50327700010,100436,DAF75,Complete,2025-05-02 06:19:53,2025-05-02 06:24:53.168,2025-05-02 06:19:53,2025-05-02 14:39:25.743,AO,OR2A,40.073,113.87769007500002,-1.2727804649999996,GE01,ARCHIVE,Public,N,Standard,2025-05-02,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,40.07,40.07,00:00:00.116,N,Indonesia,494.54291666666666,0.116
50323400010,100436,DAF75,Complete,2025-04-24 09:32:38,2025-04-24 09:33:15.467,2025-04-24 09:32:38,2025-04-24 15:01:14.562,AO,OR2A,36.81,114.3508538650028,-1.3634801961091434,WV02,ARCHIVE,Public,N,Standard,2025-04-24,View-Ready (Standard) OR2A,103001006DCA7A00,36.81,36.81,00:00:00.079,N,Indonesia,327.98491666666666,0.079
50323396010,100436,DAF75,Complete,2025-04-24 09:18:21,2025-04-24 09:19:47.083,2025-04-24 09:18:21,2025-04-24 09:27:52.785,AO,OR2A,25.15,114.36654984572267,-1.3652308227713414,WV02,ARCHIVE,Public,N,Standard,2025-04-24,View-Ready (Standard) OR2A,10300100F6C83100,25.15,25.15,00:00:00.054,N,Indonesia,8.095033333333333,0.054
50323395010,100436,DAF75,Complete,2025-04-24 09:16:44,2025-04-24 09:18:22.528,2025-04-24 09:16:44,2025-04-24 14:57:23.679,AO,OR2A,40.066,113.06666864499998,-1.47920377,WV02,ARCHIVE,Public,N,Standard,2025-04-24,View-Ready (Standard) OR2A,103001009D066500,40.07,40.07,00:00:00.086,N,Indonesia,339.0191833333334,0.086
50323392010,100436,DAF75,Complete,2025-04-24 09:12:15,2025-04-24 09:12:41.173,2025-04-24 09:12:15,2025-04-24 09:17:17.595,AO,OR2A,37.418,113.05675861968588,-1.4774620720946268,LG02,ARCHIVE,Public,N,Standard,2025-04-24,View-Ready (Standard) OR2A,B120001100904200,37.42,37.42,00:00:00.101,N,Indonesia,4.607033333333334,0.101
50321550010,100436,DAF75,Complete,2025-04-21 02:04:47,2025-04-21 02:09:44.469,2025-04-21 02:04:47,2025-04-21 02:13:11.524,AO,OR2A,41.199,113.88862532999998,-1.26776199,WV02,ARCHIVE,Public,N,Standard,2025-04-21,View-Ready (Standard) OR2A,10300100EDACEB00,41.2,41.2,00:00:00.089,N,Indonesia,3.4509166666666666,0.089
50320828010,100436,DAF75,Complete,2025-04-17 22:25:07,2025-04-17 22:29:46.092,2025-04-17 22:25:07,2025-04-17 23:16:21.501,AO,OR2A,615.327,110.95790666547816,-6.753858601619839,LG02,ARCHIVE,Public,N,Fresh,2025-04-17,View-Ready (Standard) OR2A,B1200011012B4100,615.36,615.36,00:00:01.656,N,Indonesia,46.59015,1.656
50318444010,100436,DAF75,Complete,2025-04-16 01:31:20,2025-04-16 01:34:43.313,2025-04-16 01:31:20,2025-04-16 01:58:26.161,AO,OR2A,22.093,110.9390396404787,-6.930133115312209,LG02,ARCHIVE,Public,N,Fresh,2025-04-16,View-Ready (Standard) OR2A,B1200011012B4100,22.09,22.09,00:00:00.059,N,Indonesia,23.714133333333333,0.059
50317948010,100436,DAF75,Complete,2025-04-15 07:25:44,2025-04-15 07:29:38.398,2025-04-15 07:25:44,2025-04-15 07:35:52.095,AO,OR2A,3.517,106.849855845,-6.269290855,GE01,ARCHIVE,Public,N,Standard,2025-04-15,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,3.52,3.52,00:00:00.010,N,Indonesia,6.228283333333334,0.01
50317852010,100436,DAF75,Complete,2025-04-14 20:57:14,2025-04-14 20:59:59.075,2025-04-14 20:57:14,2025-04-14 21:22:18.356,AO,OR2A,950.119,137.8520096926008,-3.883350545585282,WV03,TASKING,Private,N,SelectPlus,2025-04-14,View-Ready (Standard) OR2A,10400100A565EB00,100.0,4360.0,00:00:08.439,N,Indonesia,22.32135,8.439
50317155010,100436,DAF75,Complete,2025-04-11 17:53:15,2025-04-11 17:53:50.338,2025-04-11 17:53:15,2025-04-11 18:10:48.264,AO,OR2A,720.486,137.77103098947777,-3.664383314525387,GE01,TASKING,Private,N,SelectPlus,2025-04-11,View-Ready (Standard) OR2A,1050010041A75300,100.0,4120.0,00:00:11.942,N,Indonesia,16.965433333333333,11.942
50308802010,100436,DAF75,Complete,2025-03-24 03:50:27,2025-03-24 03:54:57.248,2025-03-24 03:50:27,2025-03-24 03:57:06.675,AO,OR2A,2.995,106.85122249500002,-6.26885972,GE01,ARCHIVE,Public,N,Fresh,2025-03-24,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,3.0,3.0,00:00:00.009,N,Indonesia,2.1571166666666666,0.009
50306557010,100436,DAF75,Complete,2025-03-18 04:30:44,2025-03-18 04:31:51.115,2025-03-18 04:30:44,2025-03-18 04:41:21.156,AO,OR2A,86.872,116.40673133884532,39.49456463495771,WV02,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,103001010F178E00,86.87,86.87,00:00:00.187,N,China,9.500683333333335,0.187
50306555010,100436,DAF75,Complete,2025-03-18 04:25:27,2025-03-18 04:29:57.851,2025-03-18 04:25:27,2025-03-18 04:40:35.461,AO,OR2A,38.909,123.77283876,9.57338767,WV03,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,10400100A27FB500,38.91,38.91,00:00:00.075,N,Philippines,10.626833333333334,0.075
50306552010,100436,DAF75,Complete,2025-03-18 02:24:34,2025-03-18 02:25:08.500,2025-03-18 02:24:34,2025-03-18 02:39:32.468,AO,OR2A,36.549,122.49253952233006,10.834926789776777,LG02,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,B12000110115F500,36.55,36.55,00:00:00.098,N,Philippines,14.399466666666665,0.098
50306549010,100436,DAF75,Complete,2025-03-18 02:15:30,2025-03-18 02:16:12.529,2025-03-18 02:15:30,2025-03-18 02:29:35.896,AO,OR2A,38.383,122.37527455,11.676900605,LG02,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,B120001100FC4E00,38.38,38.38,00:00:00.103,N,Philippines,13.38945,0.103
50306545010,100436,DAF75,Complete,2025-03-18 01:59:34,2025-03-18 02:03:31.482,2025-03-18 01:59:34,2025-03-18 02:21:00.523,AO,OR2A,103.843,103.63946257,36.51507152499999,WV02,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,103001010F407600,103.84,103.84,00:00:00.224,N,China,17.484016666666665,0.224
50306542010,100436,DAF75,Complete,2025-03-18 01:56:15,2025-03-18 01:56:43.522,2025-03-18 01:56:15,2025-03-18 02:06:31.819,AO,OR2A,103.843,103.63946257,36.51507152499999,WV02,ARCHIVE,Public,N,Fresh,2025-03-18,View-Ready (Standard) OR2A,103001010F407600,103.84,103.84,00:00:00.224,N,China,9.80495,0.224
50305972010,100436,DAF75,Complete,2025-03-17 04:23:46,2025-03-17 04:24:31.378,2025-03-17 04:23:46,2025-03-17 04:30:43.523,AO,OR2A,27.5,124.93346073889082,1.549275643891305,LG02,ARCHIVE,Public,N,Fresh,2025-03-17,View-Ready (Standard) OR2A,B1200011011FDA00,27.5,27.5,00:00:00.074,N,Indonesia,6.202416666666666,0.074
50305968010,100436,DAF75,Complete,2025-03-17 04:19:33,2025-03-17 04:20:09.044,2025-03-17 04:19:33,2025-03-17 04:27:48.116,AO,OR2A,67.884,101.54797811000002,3.130718935,LG01,ARCHIVE,Public,N,Fresh,2025-03-17,View-Ready (Standard) OR2A,B1100011011F2B00,67.88,67.88,00:00:00.183,N,Malaysia,7.6512,0.183
50305965010,100436,DAF75,Complete,2025-03-17 04:09:33,2025-03-17 04:16:26.141,2025-03-17 04:09:33,2025-03-17 04:26:33.273,AO,OR2A,39.542,100.398419905,6.1879631150000005,WV03,ARCHIVE,Public,N,Fresh,2025-03-17,View-Ready (Standard) OR2A,10400100A3CFCF00,39.54,39.54,00:00:00.077,N,Malaysia,10.118866666666666,0.077
50305963010,100436,DAF75,Complete,2025-03-17 03:58:06,2025-03-17 03:59:53.944,2025-03-17 03:58:06,2025-03-17 04:05:18.273,AO,OR2A,39.005,99.13709485,9.1376977,WV02,ARCHIVE,Public,N,Fresh,2025-03-17,View-Ready (Standard) OR2A,103001010F5C2D00,39.01,39.01,00:00:00.084,N,Thailand,5.405483333333334,0.084
50305582010,100436,DAF75,Complete,2025-03-15 03:28:10,2025-03-15 03:29:54.102,2025-03-15 03:28:10,2025-03-15 03:40:02.089,AO,OR2A,107.474,136.71872790270064,-3.705783945179483,GE01,TASKING,Private,N,SelectPlus,2025-03-15,View-Ready (Standard) OR2A,10500100412B8900,100.0,4120.0,00:00:11.942,N,Indonesia,10.133116666666666,11.942
50304836010,100436,DAF75,Complete,2025-03-13 06:04:19,2025-03-13 06:04:49.250,2025-03-13 06:04:19,2025-03-13 06:43:37.892,AO,OR2A,338.619,139.5113396896595,-4.929152043761188,LG02,ARCHIVE,Public,N,Fresh,2025-03-13,View-Ready (Standard) OR2A,B120001100E3D400,338.62,338.62,00:00:00.911,N,Indonesia,38.8107,0.911
50304834010,100436,DAF75,Complete,2025-03-13 05:57:32,2025-03-13 05:58:00.019,2025-03-13 05:57:32,2025-03-13 06:07:46.490,AO,OR2A,40.628,138.53258790760842,-4.306282055298597,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10300100F8085800,40.63,40.63,00:00:00.088,N,Indonesia,9.774516666666667,0.088
50304831010,100436,DAF75,Complete,2025-03-13 05:28:35,2025-03-13 05:29:50.979,2025-03-13 05:28:35,2025-03-13 05:43:23.870,AO,OR2A,103.426,138.21896236748432,-4.031693978278547,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10300100FC87D100,103.43,103.43,00:00:00.223,N,Indonesia,13.548183333333332,0.223
50304829010,100436,DAF75,Rejected,2025-03-13 05:13:45,2025-03-13 05:14:47.410,2025-03-13 05:13:45,,AO,2A,1323.486,137.98505613873994,-3.632655474449195,LG01,,,,,,,,,,,,Indonesia,,
50304828010,100436,DAF75,Complete,2025-03-13 05:13:43,2025-03-13 05:14:47.461,2025-03-13 05:13:43,2025-03-13 05:17:24.667,AO,OR2A,6.956,137.92068499545363,-3.904968937177741,LG01,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,B1100011009B5D00,6.96,6.96,00:00:00.019,N,Indonesia,2.6201,0.019
50304827010,100436,DAF75,Complete,2025-03-13 05:03:10,2025-03-13 05:03:49.928,2025-03-13 05:03:10,2025-03-13 05:14:09.084,AO,OR2A,49.557,137.8525686368429,-3.782500937869693,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10304B0033E74B00,49.56,49.56,00:00:00.107,N,Indonesia,10.319266666666666,0.107
50304826010,100436,DAF75,Complete,2025-03-13 05:01:57,2025-03-13 05:03:30.454,2025-03-13 05:01:57,2025-03-13 05:08:16.155,AO,OR2A,19.157,137.8563791183405,-3.835218565851828,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10304B0033E74B00,19.16,19.16,00:00:00.041,N,Indonesia,4.761683333333334,0.041
50304823010,100436,DAF75,Complete,2025-03-13 04:51:35,2025-03-13 04:53:05.012,2025-03-13 04:51:35,2025-03-13 04:56:19.830,AO,OR2A,10.772,137.86424566280698,-3.684778550660498,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10304B0033E74B00,10.77,10.77,00:00:00.023,N,Indonesia,3.246966666666667,0.023
50304820010,100436,DAF75,Complete,2025-03-13 03:53:57,2025-03-13 03:54:53.806,2025-03-13 03:53:57,2025-03-13 04:02:15.438,AO,OR2A,10.056,137.6680990838358,-3.9781039017711546,WV02,ARCHIVE,Public,N,Fresh,2025-03-13,View-Ready (Standard) OR2A,103001010E63CB00,10.06,10.06,00:00:00.022,N,Indonesia,7.360533333333334,0.022
50304819010,100436,DAF75,Complete,2025-03-13 03:44:30,2025-03-13 03:49:34.033,2025-03-13 03:44:30,2025-03-13 03:59:36.790,AO,OR2A,9.251,137.6554573333964,-4.00721841666444,WV02,ARCHIVE,Public,N,Fresh,2025-03-13,View-Ready (Standard) OR2A,103001010E17FD00,9.25,9.25,00:00:00.020,N,Indonesia,10.04595,0.02
50304816010,100436,DAF75,Complete,2025-03-13 03:31:45,2025-03-13 03:34:50.349,2025-03-13 03:31:45,2025-03-13 03:51:56.198,AO,OR2A,101.444,138.78146471744768,-4.112248155276812,WV02,ARCHIVE,Public,N,Standard,2025-03-13,View-Ready (Standard) OR2A,10304B0033E75300,101.44,101.44,00:00:00.219,N,Indonesia,17.097483333333333,0.219
50304468010,100436,DAF75,Complete,2025-03-12 06:48:31,2025-03-12 06:49:47.505,2025-03-12 06:48:31,2025-03-12 06:58:23.338,AO,OR2A,1.162,107.68802342,-6.902316009999999,WV02,ARCHIVE,Public,N,Standard,2025-03-12,View-Ready (Standard) OR2A,10300101059CA400,1.16,1.16,00:00:00.003,N,Indonesia,8.597216666666666,0.003
50304459010,100436,DAF75,Complete,2025-03-12 04:48:31,2025-03-12 04:49:14.597,2025-03-12 04:48:31,2025-03-12 05:31:08.297,AO,OR2A,34.001,137.77305294642625,-3.6609247328317194,WV03,ARCHIVE,Public,N,Standard,2025-03-12,View-Ready (Standard) OR2A,104001009367EF00,34.0,34.0,00:00:00.066,N,Indonesia,41.894999999999996,0.066
50304441010,100436,DAF75,Complete,2025-03-12 04:36:08,2025-03-12 04:38:17.061,2025-03-12 04:36:08,2025-03-12 05:16:03.026,AO,OR2A,11.752,137.95712013003492,-4.024047884129318,WV02,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,103001010EBBE800,11.75,11.75,00:00:00.025,N,Indonesia,37.766083333333334,0.025
50304437010,100436,DAF75,Complete,2025-03-12 04:10:55,2025-03-12 04:15:00.570,2025-03-12 04:10:55,2025-03-12 04:59:51.040,AO,OR2A,27.424,136.84755945472932,-3.7447031578192536,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A2C79A00,27.42,27.42,00:00:00.053,N,Indonesia,44.841166666666666,0.053
50304435010,100436,DAF75,Complete,2025-03-12 04:00:10,2025-03-12 04:01:37.954,2025-03-12 04:00:10,2025-03-12 04:45:22.404,AO,OR2A,67.616,137.04631420855296,-3.821345081686303,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A0C76400,67.62,67.62,00:00:00.131,N,Indonesia,43.74083333333333,0.131
50304433010,100436,DAF75,Complete,2025-03-12 03:57:49,2025-03-12 03:59:06.167,2025-03-12 03:57:49,2025-03-12 04:46:54.300,AO,OR2A,95.333,136.9745796030617,-3.818036838260323,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A21CA800,95.33,95.33,00:00:00.185,N,Indonesia,47.802216666666666,0.185
50304432010,100436,DAF75,Complete,2025-03-12 03:55:21,2025-03-12 03:56:12.928,2025-03-12 03:55:21,2025-03-12 04:41:07.996,AO,OR2A,53.206,136.90793206865226,-3.814583264348552,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A2C79A00,53.21,53.21,00:00:00.103,N,Indonesia,44.91780000000001,0.103
50304427010,100436,DAF75,Complete,2025-03-12 03:47:38,2025-03-12 03:48:11.188,2025-03-12 03:47:38,2025-03-12 04:39:12.139,AO,OR2A,28.811,137.1067889727018,-3.7406883306528793,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A0C76400,28.81,28.81,00:00:00.056,N,Indonesia,51.01585,0.056
50304413010,100436,DAF75,Complete,2025-03-12 03:29:31,2025-03-12 03:30:08.006,2025-03-12 03:29:31,2025-03-12 04:24:03.162,AO,OR2A,14.078,137.0589317842463,-3.754494156229758,WV03,ARCHIVE,Public,N,Fresh,2025-03-12,View-Ready (Standard) OR2A,10400100A0C76400,14.08,14.08,00:00:00.027,N,Indonesia,53.919266666666665,0.027
50303237010,100436,DAF75,Complete,2025-03-08 09:21:29,2025-03-08 09:22:53.710,2025-03-08 09:21:29,2025-03-08 09:32:39.836,AO,OR2A,39.299,100.39692016,6.191866155,WV03,ARCHIVE,Public,N,Fresh,2025-03-08,View-Ready (Standard) OR2A,10400100A3CFCF00,39.3,39.3,00:00:00.076,N,Malaysia,9.768766666666666,0.076
50303236010,100436,DAF75,Complete,2025-03-08 09:09:26,2025-03-08 09:09:51.084,2025-03-08 09:09:26,2025-03-08 09:15:46.475,AO,OR2A,30.208,103.424970805,3.97640562,WV03,ARCHIVE,Public,N,Standard,2025-03-08,View-Ready (Standard) OR2A,104001009F251600,30.21,30.21,00:00:00.058,N,Malaysia,5.923183333333333,0.058
50303234010,100436,DAF75,Complete,2025-03-08 09:08:54,2025-03-08 09:14:27.523,2025-03-08 09:08:54,2025-03-08 09:19:45.512,AO,OR2A,30.208,103.424970805,3.97640562,WV03,ARCHIVE,Public,N,Standard,2025-03-08,View-Ready (Standard) OR2A,104001009F251600,30.21,30.21,00:00:00.058,N,Malaysia,5.299816666666667,0.058
50302561010,100436,DAF75,Complete,2025-03-07 08:29:05,2025-03-07 08:29:31.866,2025-03-07 08:29:05,2025-03-07 08:34:18.403,AO,OR2A,32.589,103.91195795999998,1.357925025,WV02,ARCHIVE,Public,N,Fresh,2025-03-07,View-Ready (Standard) OR2A,103001010D514C00,32.59,32.59,00:00:00.070,N,Singapore,4.775616666666666,0.07
50301989010,100436,DAF75,Complete,2025-03-06 04:40:31,2025-03-06 04:40:56.145,2025-03-06 04:40:31,2025-03-06 04:50:09.240,AO,OR2A,25.748,151.98231528000002,-27.445713519999995,WV02,ARCHIVE,Public,N,Fresh,2025-03-06,View-Ready (Standard) OR2A,103001010E3F2800,25.75,25.75,00:00:00.056,N,Australia,9.218250000000001,0.056
50301986010,100436,DAF75,Complete,2025-03-06 04:32:58,2025-03-06 04:33:27.565,2025-03-06 04:32:58,2025-03-06 04:45:27.878,AO,OR2A,116.921,104.00629739946788,1.3481261237393452,WV03,ARCHIVE,Public,N,Fresh,2025-03-06,View-Ready (Standard) OR2A,10400100A0C0C300,116.92,116.92,00:00:00.226,N,Singapore,12.005216666666666,0.226
50301129010,100436,DAF75,Complete,2025-03-04 05:58:18,2025-03-04 05:59:39.079,2025-03-04 05:58:18,2025-03-04 06:09:36.815,AO,OR2A,94.25,113.48298762,40.06009879999999,WV02,ARCHIVE,Public,N,Fresh,2025-03-04,View-Ready (Standard) OR2A,103001010E239B00,94.25,94.25,00:00:00.203,N,China,9.962266666666666,0.203
50300719010,100436,DAF75,Complete,2025-03-03 04:43:11,2025-03-03 04:43:47.404,2025-03-03 04:43:11,2025-03-03 04:57:26.375,AO,OR2A,234.253,104.45399086343812,30.31583575072772,GE01,TASKING,Private,N,SelectPlus,2025-03-03,View-Ready (Standard) OR2A,1050010040CC9100,125.01,5150.29,00:00:14.928,N,China,13.649516666666667,14.928
50300718010,100436,DAF75,Complete,2025-03-03 04:43:11,2025-03-03 04:43:54.002,2025-03-03 04:43:11,2025-03-03 04:57:16.464,AO,OR2A,285.011,103.95333982569124,30.55288833437241,GE01,TASKING,Private,N,SelectPlus,2025-03-03,View-Ready (Standard) OR2A,1050010040CC9000,116.31,4791.89,00:00:13.890,N,China,13.374366666666667,13.89
50300619010,100436,DAF75,Complete,2025-03-02 04:02:14,2025-03-02 04:02:53.895,2025-03-02 04:02:14,2025-03-02 04:17:58.974,AO,OR2A,415.838,107.7044166849392,16.39411533953452,GE01,TASKING,Private,N,SelectPlus,2025-03-02,View-Ready (Standard) OR2A,1050010040C8EC00,100.0,4120.0,00:00:11.942,N,Vietnam,15.08465,11.942
50300614010,100436,DAF75,Complete,2025-03-02 04:01:13,2025-03-02 04:01:33.884,2025-03-02 04:01:13,2025-03-02 04:11:52.636,AO,OR2A,269.246,108.7028630331926,15.406586856522912,GE01,TASKING,Private,N,SelectPlus,2025-03-02,View-Ready (Standard) OR2A,1050010040C8ED00,100.0,4120.0,00:00:11.942,N,Vietnam,10.312533333333333,11.942
50300611010,100436,DAF75,Complete,2025-03-02 04:01:11,2025-03-02 04:01:41.227,2025-03-02 04:01:11,2025-03-02 04:17:26.000,AO,OR2A,209.481,113.21565934681806,28.180969689969903,GE01,TASKING,Private,N,SelectPlus,2025-03-02,View-Ready (Standard) OR2A,1050010040C8E900,100.0,4120.0,00:00:11.942,N,China,15.746216666666667,11.942
50300608010,100436,DAF75,Complete,2025-03-02 04:00:14,2025-03-02 04:00:59.694,2025-03-02 04:00:14,2025-03-02 04:11:28.688,AO,OR2A,189.22,109.22118752283124,11.996904869038865,GE01,TASKING,Private,N,SelectPlus,2025-03-02,View-Ready (Standard) OR2A,1050010040C8EE00,100.0,4120.0,00:00:11.942,N,Vietnam,10.483233333333335,11.942
50300605010,100436,DAF75,Complete,2025-03-02 03:34:21,2025-03-02 03:34:57.372,2025-03-02 03:34:21,2025-03-02 03:43:37.496,AO,OR2A,555.457,151.98347699703558,-27.445390481142248,GE01,TASKING,Private,N,SelectPlus,2025-03-02,View-Ready (Standard) OR2A,1050010040C85D00,100.0,4120.0,00:00:11.942,N,Australia,8.668733333333334,11.942
50300474010,100436,DAF75,Complete,2025-03-01 03:31:14,2025-03-01 03:32:08.648,2025-03-01 03:31:14,2025-03-01 03:47:52.667,AO,OR2A,250.661,120.42923157127548,30.235180648143952,GE01,TASKING,Private,N,SelectPlus,2025-03-01,View-Ready (Standard) OR2A,1050010040C4D000,100.0,4120.0,00:00:11.942,N,China,15.73365,11.942
50300469010,100436,DAF75,Complete,2025-03-01 01:41:13,2025-03-01 01:42:01.240,2025-03-01 01:41:13,2025-03-01 01:57:18.976,AO,OR2A,393.089,151.73155026717188,-27.41413407093618,GE01,TASKING,Private,N,SelectPlus,2025-03-01,View-Ready (Standard) OR2A,1050010040C43000,100.0,4120.0,00:00:11.942,N,Australia,15.2956,11.942
50300468010,100436,DAF75,Complete,2025-03-01 01:41:11,2025-03-01 01:41:38.767,2025-03-01 01:41:11,2025-03-01 01:55:30.151,AO,OR2A,355.438,151.1706720453021,-32.61791822860563,GE01,TASKING,Private,N,SelectPlus,2025-03-01,View-Ready (Standard) OR2A,1050010040C43100,100.0,4120.0,00:00:11.942,N,Australia,13.8564,11.942
50300257010,100436,DAF75,Complete,2025-02-28 09:17:24,2025-02-28 09:18:00.927,2025-02-28 09:17:24,2025-02-28 09:29:28.342,AO,OR2A,30.482,110.44926389746104,29.10134558404229,LG01,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,B110001101206000,30.48,30.48,00:00:00.082,N,China,11.456916666666666,0.082
50300256010,100436,DAF75,Rejected,2025-02-28 09:17:22,2025-02-28 09:17:41.782,2025-02-28 09:17:22,,AO,2A,1880.04,110.4637944833257,28.744031094943352,LG01,,,,,,,,,,,,China,,
50300244010,100436,DAF75,Complete,2025-02-28 08:18:24,2025-02-28 08:19:04.556,2025-02-28 08:18:24,2025-02-28 08:22:39.014,AO,OR2A,19.224,110.007215425,40.559767025,GE01,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,19.22,19.22,00:00:00.056,N,China,3.5743,0.056
50300236010,100436,DAF75,Complete,2025-02-28 07:55:05,2025-02-28 07:55:33.379,2025-02-28 07:55:05,2025-02-28 08:05:18.803,AO,OR2A,99.23,113.87552699433752,34.531261392754175,WV02,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,103001010CB1FC00,99.23,99.23,00:00:00.214,N,China,9.757066666666667,0.214
50300235010,100436,DAF75,Complete,2025-02-28 07:55:05,2025-02-28 07:55:33.388,2025-02-28 07:55:05,2025-02-28 08:07:00.074,AO,OR2A,99.23,113.87552699433752,34.531261392754175,WV02,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,103001010CB1FC00,99.23,99.23,00:00:00.214,N,China,11.444766666666668,0.214
50300226010,100436,DAF75,Complete,2025-02-28 06:43:50,2025-02-28 06:44:25.909,2025-02-28 06:43:50,2025-02-28 06:52:25.508,AO,OR2A,14.627,103.427012565,3.969522930000001,WV03,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,104001009F251600,14.63,14.63,00:00:00.028,N,Malaysia,7.993316666666667,0.028
50300134010,100436,DAF75,Complete,2025-02-28 02:38:26,2025-02-28 02:39:50.215,2025-02-28 02:38:26,2025-02-28 02:48:21.218,AO,OR2A,48.289,124.062572705,-9.348674475,WV03,ARCHIVE,Public,N,Standard,2025-02-28,View-Ready (Standard) OR2A,1040010099D4D400,48.29,48.29,00:00:00.093,N,Timor-Leste,8.516716666666666,0.093
50300128010,100436,DAF75,Complete,2025-02-28 02:01:00,2025-02-28 02:01:22.974,2025-02-28 02:01:00,2025-02-28 02:06:48.653,AO,OR2A,48.289,124.062572705,-9.348674475,WV02,ARCHIVE,Public,N,Fresh,2025-02-28,View-Ready (Standard) OR2A,103001010B5C9800,48.29,48.29,00:00:00.104,N,Timor-Leste,5.427983333333333,0.104
50299414200,100436,DAF75,Complete,2025-02-26 15:59:31,2025-02-26 16:35:46.960,2025-02-26 15:59:31,2025-02-26 16:42:58.444,AO,OR2A,22.812,120.27161503999996,14.79395138,LG01,ARCHIVE,Public,N,Standard,2025-02-26,AOI37,B110001100A7E500,22.81,22.81,00:00:00.061,N,Philippines,7.1914,0.061
