orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,spacecraft,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country,timeToComplete,seconds
50299414210,100436,DAF75,Complete,2025-02-26 15:59:31,2025-02-26 16:35:39.430,2025-02-26 15:59:31,2025-02-26 16:45:22.306,AO,OR2A,30.09,119.82431701,49.206092135000006,WV03,ARCHIVE,Public,N,Fresh,2025-02-26,AOI38,10400100A080E500,30.09,30.09,00:00:00.058,N,China,9.714599999999999,0.058
50299414220,100436,DAF75,Complete,2025-02-26 15:59:31,2025-02-26 16:35:44.124,2025-02-26 15:59:31,2025-02-26 16:42:50.623,AO,OR2A,24.89,112.78728666000002,-7.378957185000001,WV02,ARCHIVE,Public,N,Standard,2025-02-26,AOI40,103001010621D500,24.89,24.89,00:00:00.054,N,Indonesia,7.108316666666667,0.054
50299414150,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:27.203,2025-02-26 15:59:30,,AO,OR2A,42.341,121.01198237,14.511340485,LG02,,,,,,,,,,,,Philippines,,
50299414120,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:11.172,2025-02-26 15:59:30,,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,,,,,,,,,,,,China,,
50299414160,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:23.930,2025-02-26 15:59:30,,AO,OR2A,127.699,126.227981355,45.60313377000001,WV03,,,,,,,,,,,,China,,
50299414130,100436,DAF75,Complete,2025-02-26 15:59:30,2025-02-26 16:35:14.561,2025-02-26 15:59:30,2025-02-26 16:40:32.757,AO,OR2A,29.244,95.42000173,5.52620926,WV03,ARCHIVE,Public,N,Standard,2025-02-26,AOI29,104001009D788D00,29.24,29.24,00:00:00.057,N,Indonesia,5.3032666666666675,0.057
50299414170,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:36.084,2025-02-26 15:59:30,,AO,OR2A,15.897,118.757966055,9.742642605,WV03,,,,,,,,,,,,Philippines,,
50299414180,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:29.388,2025-02-26 15:59:30,,AO,OR2A,52.336,116.972426945,31.98119558,WV03,,,,,,,,,,,,China,,
50299414140,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:16.723,2025-02-26 15:59:30,,AO,OR2A,29.244,95.42000173,5.52620926,WV03,,,,,,,,,,,,Indonesia,,
50299414110,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:03.803,2025-02-26 15:59:30,,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,,,,,,,,,,,,China,,
50299414190,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:34.784,2025-02-26 15:59:30,,AO,OR2A,46.242,127.31291396500004,50.17320587999999,WV02,,,,,,,,,,,,China,,
50299414100,100436,DAF75,Cancelled,2025-02-26 15:59:30,2025-02-26 16:35:01.024,2025-02-26 15:59:30,,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,,,,,,,,,,,,Indonesia,,
50299414030,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:32:16.254,2025-02-26 15:59:29,,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,,,,,,,,,,,,Indonesia,,
50299414070,100436,DAF75,Complete,2025-02-26 15:59:29,2025-02-26 16:32:36.282,2025-02-26 15:59:29,2025-02-26 16:46:32.905,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,ARCHIVE,Public,N,Fresh,2025-02-26,AOI15,10500100404C3D00,203.22,203.22,00:00:00.589,N,China,13.943716666666667,0.589
50299414060,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:32:27.611,2025-02-26 15:59:29,,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,,,,,,,,,,,,China,,
50299414040,100436,DAF75,Complete,2025-02-26 15:59:29,2025-02-26 16:32:24.295,2025-02-26 15:59:29,2025-02-26 16:53:28.802,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,ARCHIVE,Public,N,Fresh,2025-02-26,AOI6,1050010040313A00,215.0,215.0,00:00:00.623,N,Indonesia,21.075116666666666,0.623
50299414090,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:34:52.294,2025-02-26 15:59:29,,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,,,,,,,,,,,,Indonesia,,
50299414050,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:32:25.159,2025-02-26 15:59:29,,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,,,,,,,,,,,,China,,
50299414020,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:32:13.881,2025-02-26 15:59:29,,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,,,,,,,,,,,,China,,
50299414080,100436,DAF75,Cancelled,2025-02-26 15:59:29,2025-02-26 16:33:37.200,2025-02-26 15:59:29,,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,,,,,,,,,,,,China,,
50299414010,100436,DAF75,Complete,2025-02-26 15:59:28,2025-02-26 16:32:10.939,2025-02-26 15:59:28,2025-02-26 17:19:01.707,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,ARCHIVE,Public,N,Fresh,2025-02-26,AOI1,10500100404C3D00,203.22,203.22,00:00:00.589,N,China,46.846133333333334,0.589
50298320010,100436,DAF75,Complete,2025-02-25 05:36:45,2025-02-25 05:37:23.846,2025-02-25 05:36:45,2025-02-25 05:49:15.548,AO,OR2A,280.648,103.99693565287868,10.121496922194462,WV03,TASKING,Private,N,SelectPlus,2025-02-25,View-Ready (Standard) OR2A,10400100A15C3800,100.0,4360.0,00:00:08.439,N,Vietnam,11.8617,8.439
50297497010,100436,DAF75,Complete,2025-02-24 07:11:32,2025-02-24 07:14:41.204,2025-02-24 07:11:32,2025-02-24 07:45:29.524,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI31,10500100404C3D00,203.22,203.22,00:00:00.589,N,China,30.805333333333333,0.589
50297495020,100436,DAF75,Complete,2025-02-24 07:03:49,2025-02-24 07:08:12.295,2025-02-24 07:03:49,2025-02-24 07:26:39.968,AO,2A,368.454,136.82000253205518,-31.184048842222285,GE01,ARCHIVE,Public,N,Standard,2025-02-24,AOI28,105001003E1DAE00,368.45,368.45,00:00:01.068,N,Australia,18.461216666666665,1.068
50297495010,100436,DAF75,Complete,2025-02-24 07:03:48,2025-02-24 07:05:51.001,2025-02-24 07:03:48,2025-02-24 07:46:59.027,AO,2A,368.454,136.82000253205518,-31.184048842222285,GE01,ARCHIVE,Public,N,Standard,2025-02-24,AOI14,105001003E1DAE00,368.45,368.45,00:00:01.068,N,Australia,41.133766666666666,1.068
50297493010,100436,DAF75,Complete,2025-02-24 06:49:34,2025-02-24 06:50:15.201,2025-02-24 06:49:34,2025-02-24 06:59:25.032,AO,OR2A,30.681,102.78296662,17.38420061,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,View-Ready (Standard) OR2A,103001010CC67600,30.68,30.68,00:00:00.066,N,Thailand,9.16385,0.066
50297491080,100436,DAF75,Complete,2025-02-24 06:39:54,2025-02-24 07:08:12.293,2025-02-24 06:39:54,2025-02-24 07:16:40.591,AO,OR2A,337.231,123.67676647562664,13.110439044014182,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI25,105001004018CD00,337.23,337.23,00:00:00.977,N,Philippines,8.471633333333333,0.977
50297491070,100436,DAF75,Complete,2025-02-24 06:39:54,2025-02-24 07:05:51.004,2025-02-24 06:39:54,2025-02-24 07:19:34.827,AO,OR2A,175.698,123.97816191548492,10.309349263351065,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI24,105001004018CF00,175.7,175.7,00:00:00.509,N,Philippines,13.730383333333332,0.509
50297491090,100436,DAF75,Complete,2025-02-24 06:39:54,2025-02-24 07:09:33.340,2025-02-24 06:39:54,2025-02-24 07:24:00.801,AO,OR2A,306.75,96.13573358075412,16.867990475330604,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI26,104001009F4E0A00,306.75,306.75,00:00:00.594,N,Myanmar,14.457683333333334,0.594
50297491100,100436,DAF75,Complete,2025-02-24 06:39:54,2025-02-24 07:09:49.378,2025-02-24 06:39:54,2025-02-24 07:15:52.860,AO,OR2A,118.173,103.81091083289508,13.408333068003708,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI27,###############################################################################################################################################################################################################################################################,118.18,118.18,00:00:00.343,N,Cambodia,6.058033333333333,0.343
50297491040,100436,DAF75,Complete,2025-02-24 06:39:53,2025-02-24 06:59:44.991,2025-02-24 06:39:53,2025-02-24 07:16:39.994,AO,OR2A,306.75,96.13573358075412,16.867990475330604,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI12,104001009F4E0A00,306.75,306.75,00:00:00.594,N,Myanmar,16.916716666666666,0.594
50297491020,100436,DAF75,Complete,2025-02-24 06:39:53,2025-02-24 06:54:24.150,2025-02-24 06:39:53,2025-02-24 07:14:29.097,AO,OR2A,175.698,123.97816191548492,10.309349263351065,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI10,105001004018CF00,175.7,175.7,00:00:00.509,N,Philippines,20.082449999999998,0.509
50297491030,100436,DAF75,Complete,2025-02-24 06:39:53,2025-02-24 06:59:35.285,2025-02-24 06:39:53,2025-02-24 07:09:39.017,AO,OR2A,337.231,123.67676647562664,13.110439044014182,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI11,105001004018CD00,337.23,337.23,00:00:00.977,N,Philippines,10.062199999999999,0.977
50297491060,100436,DAF75,Complete,2025-02-24 06:39:53,2025-02-24 07:03:54.710,2025-02-24 06:39:53,2025-02-24 07:11:08.522,AO,OR2A,402.142,101.09136604274968,4.590327123525325,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,AOI23,103001010CA6C500,402.14,402.14,00:00:00.868,N,Malaysia,7.2302,0.868
50297491050,100436,DAF75,Complete,2025-02-24 06:39:53,2025-02-24 07:05:32.295,2025-02-24 06:39:53,2025-02-24 07:10:14.161,AO,OR2A,118.173,103.81091083289508,13.408333068003708,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI13,###############################################################################################################################################################################################################################################################,118.18,118.18,00:00:00.343,N,Cambodia,4.697766666666666,0.343
50297491010,100436,DAF75,Complete,2025-02-24 06:39:52,2025-02-24 06:54:09.064,2025-02-24 06:39:52,2025-02-24 07:09:01.287,AO,OR2A,402.142,101.09136604274968,4.590327123525325,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,AOI9,103001010CA6C500,402.14,402.14,00:00:00.868,N,Malaysia,14.870383333333333,0.868
50297489020,100436,DAF75,Complete,2025-02-24 06:30:57,2025-02-24 06:35:50.547,2025-02-24 06:30:57,2025-02-24 06:52:05.806,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI5,###############################################################################################################################################################################################################################################################,157.99,157.99,00:00:00.458,N,Australia,16.254316666666668,0.458
50297489040,100436,DAF75,Complete,2025-02-24 06:30:57,2025-02-24 06:36:01.486,2025-02-24 06:30:57,2025-02-24 06:48:56.328,AO,OR2A,157.99,151.73326640512218,-27.41253627176095,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI19,###############################################################################################################################################################################################################################################################,157.99,157.99,00:00:00.458,N,Australia,12.914033333333332,0.458
50297489030,100436,DAF75,Complete,2025-02-24 06:30:57,2025-02-24 06:36:00.132,2025-02-24 06:30:57,2025-02-24 07:22:06.604,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI18,###############################################################################################################################################################################################################################################################,411.96,411.96,00:00:01.194,N,Malaysia,46.10786666666667,1.194
50297489010,100436,DAF75,Complete,2025-02-24 06:30:56,2025-02-24 06:35:48.815,2025-02-24 06:30:56,2025-02-24 07:01:01.389,AO,OR2A,411.955,118.56660518394536,4.426161514084795,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI4,###############################################################################################################################################################################################################################################################,411.96,411.96,00:00:01.194,N,Malaysia,25.209566666666667,1.194
50297487010,100436,DAF75,Complete,2025-02-24 06:18:44,2025-02-24 06:20:39.985,2025-02-24 06:18:44,2025-02-24 06:26:34.221,AO,OR2A,35.555,98.98547102,8.098398525,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,View-Ready (Standard) OR2A,103001010D6D2800,35.56,35.56,00:00:00.077,N,Thailand,5.903933333333333,0.077
50297486220,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:53:14.865,2025-02-24 05:59:14,2025-02-24 06:59:10.185,AO,OR2A,17.306,122.05874148500004,6.922646320000001,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI39,10400100A4D53400,17.31,17.31,00:00:00.033,N,Philippines,5.922,0.033
50297486230,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:53:29.703,2025-02-24 05:59:14,2025-02-24 07:08:39.063,AO,OR2A,24.89,112.78728666000002,-7.378957185000001,WV02,ARCHIVE,Public,N,Standard,2025-02-24,AOI40,103001010621D500,24.89,24.89,00:00:00.054,N,Indonesia,15.156,0.054
50297486190,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:52:40.959,2025-02-24 05:59:14,2025-02-24 07:16:58.530,AO,OR2A,46.242,127.31291396500004,50.17320587999999,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,AOI36,103001010B0B2200,46.24,46.24,00:00:00.100,N,China,24.292849999999998,0.1
50297486200,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:52:59.018,2025-02-24 05:59:14,2025-02-24 07:00:14.168,AO,OR2A,22.812,120.27161503999996,14.79395138,LG01,ARCHIVE,Public,N,Standard,2025-02-24,AOI37,B110001100A7E500,22.81,22.81,00:00:00.061,N,Philippines,7.2524999999999995,0.061
50297486170,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:52:22.727,2025-02-24 05:59:14,2025-02-24 06:59:43.310,AO,OR2A,15.897,118.757966055,9.742642605,WV03,ARCHIVE,Public,N,Standard,2025-02-24,AOI34,104001009E1E6E00,15.9,15.9,00:00:00.031,N,Philippines,7.343050000000001,0.031
50297486210,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:52:43.602,2025-02-24 05:59:14,2025-02-24 06:59:50.280,AO,OR2A,30.09,119.82431701,49.206092135000006,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI38,10400100A080E500,30.09,30.09,00:00:00.058,N,China,7.1113,0.058
50297486180,100436,DAF75,Complete,2025-02-24 05:59:14,2025-02-24 06:52:25.050,2025-02-24 05:59:14,2025-02-24 07:03:21.605,AO,OR2A,52.336,116.972426945,31.98119558,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI35,10400100A2640400,52.34,52.34,00:00:00.101,N,China,10.942583333333333,0.101
50297486110,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:49:33.298,2025-02-24 05:59:13,2025-02-24 08:08:00.532,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI21,10500100402D2B00,312.61,312.61,00:00:00.906,N,China,78.4539,0.906
50297486130,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:49:39.576,2025-02-24 05:59:13,2025-02-24 06:57:48.456,AO,OR2A,29.244,95.42000173,5.52620926,WV03,ARCHIVE,Public,N,Standard,2025-02-24,AOI29,104001009D788D00,29.24,29.24,00:00:00.057,N,Indonesia,8.148,0.057
50297486090,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:49:34.744,2025-02-24 05:59:13,2025-02-24 07:21:41.491,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,AOI17,103001010CB9B800,557.76,557.76,00:00:01.204,N,Indonesia,32.11245,1.204
50297486140,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:49:56.533,2025-02-24 05:59:13,2025-02-24 06:59:48.098,AO,OR2A,29.244,95.42000173,5.52620926,WV03,ARCHIVE,Public,N,Standard,2025-02-24,AOI30,104001009D788D00,29.24,29.24,00:00:00.057,N,Indonesia,9.859416666666668,0.057
50297486070,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:44:41.244,2025-02-24 05:59:13,2025-02-24 06:57:08.753,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI15,10500100404C3D00,203.22,203.22,00:00:00.589,N,China,12.458483333333334,0.589
50297486150,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:50:15.198,2025-02-24 05:59:13,2025-02-24 07:21:32.631,AO,OR2A,42.341,121.01198237,14.511340485,LG02,ARCHIVE,Public,N,Standard,2025-02-24,AOI32,B1200011009C0000,42.34,42.34,00:00:00.114,N,Philippines,31.29055,0.114
50297486100,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:49:33.091,2025-02-24 05:59:13,2025-02-24 07:03:13.582,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI20,1050010040313A00,215.0,215.0,00:00:00.623,N,Indonesia,13.67485,0.623
50297486160,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:52:04.014,2025-02-24 05:59:13,2025-02-24 07:11:35.984,AO,OR2A,127.699,126.227981355,45.60313377000001,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI33,10400100A1342F00,127.7,127.7,00:00:00.247,N,China,19.532833333333333,0.247
50297486080,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:44:41.044,2025-02-24 05:59:13,2025-02-24 08:40:00.928,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI16,###############################################################################################################################################################################################################################################################,494.92,494.92,00:00:01.435,N,China,115.3314,1.435
50297486120,100436,DAF75,Complete,2025-02-24 05:59:13,2025-02-24 06:51:42.184,2025-02-24 05:59:13,2025-02-24 07:51:43.548,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI22,104001009FB89100,288.58,288.58,00:00:00.559,N,China,60.022733333333335,0.559
50297486030,100436,DAF75,Complete,2025-02-24 05:59:12,2025-02-24 06:39:58.853,2025-02-24 05:59:12,2025-02-24 06:58:24.461,AO,OR2A,557.757,110.0578900322567,-7.967470465046661,WV02,ARCHIVE,Public,N,Fresh,2025-02-24,AOI3,103001010CB9B800,557.76,557.76,00:00:01.204,N,Indonesia,18.4268,1.204
50297486020,100436,DAF75,Complete,2025-02-24 05:59:12,2025-02-24 06:37:11.765,2025-02-24 05:59:12,2025-02-24 07:25:00.290,AO,OR2A,494.916,109.48765545846064,30.319522211082,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI2,###############################################################################################################################################################################################################################################################,494.92,494.92,00:00:01.435,N,China,47.80875,1.435
50297486040,100436,DAF75,Complete,2025-02-24 05:59:12,2025-02-24 06:37:19.826,2025-02-24 05:59:12,2025-02-24 06:54:26.255,AO,OR2A,214.998,116.27369335864884,-8.761557273944899,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI6,1050010040313A00,215.0,215.0,00:00:00.623,N,Indonesia,17.10715,0.623
50297486050,100436,DAF75,Complete,2025-02-24 05:59:12,2025-02-24 06:39:53.407,2025-02-24 05:59:12,2025-02-24 07:21:10.038,AO,OR2A,312.608,108.43150293557488,30.799224854628022,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI7,10500100402D2B00,312.61,312.61,00:00:00.906,N,China,41.27718333333333,0.906
50297486060,100436,DAF75,Complete,2025-02-24 05:59:12,2025-02-24 06:40:01.206,2025-02-24 05:59:12,2025-02-24 07:58:06.757,AO,OR2A,288.583,113.10503496836378,41.105828273575725,WV03,ARCHIVE,Public,N,Fresh,2025-02-24,AOI8,104001009FB89100,288.58,288.58,00:00:00.559,N,China,78.09251666666667,0.559
50297486010,100436,DAF75,Complete,2025-02-24 05:59:11,2025-02-24 06:37:08.459,2025-02-24 05:59:11,2025-02-24 06:50:49.812,AO,OR2A,203.221,119.67516008071792,25.93532895723033,GE01,ARCHIVE,Public,N,Fresh,2025-02-24,AOI1,10500100404C3D00,203.22,203.22,00:00:00.589,N,China,13.689216666666665,0.589
50294532010,100436,DAF75,Complete,2025-02-18 02:38:34,2025-02-18 02:39:01.198,2025-02-18 02:38:34,2025-02-18 02:44:19.482,AO,OR2A,1.003,116.9159548150134,-1.1705616449851737,LG02,ARCHIVE,Public,N,Fresh,2025-02-18,View-Ready (Standard) OR2A,B120001100FAAF00,1.0,1.0,00:00:00.003,N,Indonesia,5.304733333333333,0.003
50292263010,100436,DAF75,Complete,2025-02-12 05:21:53,2025-02-12 05:22:20.087,2025-02-12 05:21:53,2025-02-12 05:34:19.285,AO,OR2A,70.738,106.423938225,-7.35596328,LG02,ARCHIVE,Public,N,Fresh,2025-02-12,View-Ready (Standard) OR2A,B120002101210700,70.74,70.74,00:00:00.190,N,Indonesia,11.986633333333334,0.19
50290956010,100436,DAF75,Complete,2025-02-07 03:20:04,2025-02-07 03:20:36.570,2025-02-07 03:20:04,2025-02-07 03:32:11.296,AO,OR2A,28.636,140.51961901500002,-2.57905988,LG01,ARCHIVE,Public,N,Fresh,2025-02-07,View-Ready (Standard) OR2A,B11000110103F700,28.64,28.64,00:00:00.077,N,Indonesia,11.578766666666667,0.077
50289089010,100436,DAF75,Complete,2025-02-03 03:38:49,2025-02-03 03:40:07.851,2025-02-03 03:38:49,2025-02-03 08:57:54.953,AO,OR2A,144.845,106.6201076276385,-6.027862904505361,WV02,ARCHIVE,Public,N,Standard,2025-02-03,View-Ready (Standard) OR2A,103001000E863100,144.85,144.85,00:00:00.313,N,Indonesia,317.78503333333333,0.313
50289087010,100436,DAF75,Complete,2025-02-03 03:29:03,2025-02-03 03:29:40.358,2025-02-03 03:29:03,2025-02-03 03:36:16.289,AO,OR2A,2.256,106.851854755,-6.26911257,GE01,ARCHIVE,Public,N,Fresh,2025-02-03,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,2.26,2.26,00:00:00.007,N,Indonesia,6.59885,0.007
50289086010,100436,DAF75,Complete,2025-02-03 03:24:46,2025-02-03 03:29:24.809,2025-02-03 03:24:46,2025-02-03 08:42:15.573,AO,OR2A,178.524,106.5000973568416,-6.027826432311867,WV02,ARCHIVE,Public,N,Standard,2025-02-03,View-Ready (Standard) OR2A,103001000F0D8400,178.52,178.52,00:00:00.385,N,Indonesia,312.8460666666667,0.385
50289084010,100436,DAF75,Complete,2025-02-03 03:23:43,2025-02-03 03:24:46.863,2025-02-03 03:23:43,2025-02-03 08:43:12.423,AO,OR2A,29.424,106.42280323538036,-6.027919058909454,WV02,ARCHIVE,Public,N,Standard,2025-02-03,View-Ready (Standard) OR2A,103001000FA24E00,29.42,29.42,00:00:00.064,N,Indonesia,318.42600000000004,0.064
50288310010,100436,DAF75,Complete,2025-01-31 04:26:42,2025-01-31 04:29:50.350,2025-01-31 04:26:42,2025-01-31 04:43:47.514,AO,OR2A,165.53,106.57838841068246,-6.031884658004535,WV02,ARCHIVE,Public,N,Fresh,2025-01-31,View-Ready (Standard) OR2A,103001010B470C00,165.53,165.53,00:00:00.357,N,Indonesia,13.952733333333333,0.357
50287954010,100436,DAF75,Complete,2025-01-30 10:49:07,2025-01-30 10:49:45.686,2025-01-30 10:49:07,2025-01-30 19:09:29.314,AO,OR2A,123.002,106.63430614184978,-6.027823936345387,WV02,ARCHIVE,Public,N,Standard,2025-01-30,View-Ready (Standard) OR2A,10300100D2234700,123.0,123.0,00:00:00.265,N,Indonesia,499.72713333333337,0.265
50287952010,100436,DAF75,Active,2025-01-30 10:41:38,2025-01-30 10:42:19.956,2025-01-30 10:41:38,,AO,OR2A,167.497,106.53635258731276,-6.02784624578839,WV02,,,,,,,,,,,,Indonesia,,
50287950010,100436,DAF75,Complete,2025-01-30 10:40:11,2025-01-30 10:41:59.233,2025-01-30 10:40:11,2025-01-30 16:07:36.125,AO,OR2A,96.024,106.4568481361872,-6.027867300331801,WV02,ARCHIVE,Public,N,Standard,2025-01-30,View-Ready (Standard) OR2A,103001009F975500,96.02,96.02,00:00:00.207,N,Indonesia,325.61486666666667,0.207
50287914010,100436,DAF75,Complete,2025-01-30 06:57:32,2025-01-30 06:58:10.337,2025-01-30 06:57:32,2025-01-30 07:20:55.853,AO,OR2A,117.39,106.58018291893504,-6.037083477534444,GE01,ARCHIVE,Public,N,Fresh,2025-01-30,View-Ready (Standard) OR2A,105001003F311000,117.39,117.39,00:00:00.340,N,Indonesia,22.7586,0.34
50287915010,100436,DAF75,Complete,2025-01-30 06:57:32,2025-01-30 06:59:44.173,2025-01-30 06:57:32,2025-01-30 07:17:23.491,AO,OR2A,101.94,106.64507297834096,-6.0278670550016304,LG02,ARCHIVE,Public,N,Standard,2025-01-30,View-Ready (Standard) OR2A,B120001100731F00,101.94,101.94,00:00:00.274,N,Indonesia,17.6553,0.274
50287908010,100436,DAF75,Complete,2025-01-30 06:54:59,2025-01-30 06:55:25.528,2025-01-30 06:54:59,2025-01-30 07:02:35.799,AO,OR2A,41.64,106.43738914247984,-6.0388600269847,WV02,ARCHIVE,Public,N,Fresh,2025-01-30,View-Ready (Standard) OR2A,103001010BBD1800,41.64,41.64,00:00:00.090,N,Indonesia,7.1711833333333335,0.09
50287906010,100436,DAF75,Complete,2025-01-30 06:53:41,2025-01-30 06:55:06.794,2025-01-30 06:53:41,2025-01-30 07:10:32.263,AO,OR2A,80.115,106.46923825173364,-6.040132505763596,WV03,ARCHIVE,Public,N,Fresh,2025-01-30,View-Ready (Standard) OR2A,10400100A3B3E700,80.12,80.12,00:00:00.155,N,Indonesia,15.424483333333335,0.155
50285646010,100436,DAF75,Complete,2025-01-24 04:42:50,2025-01-24 04:43:26.654,2025-01-24 04:42:50,2025-01-24 04:53:35.660,AO,OR2A,39.982,116.81702757,-1.2575725,WV02,ARCHIVE,Public,N,Standard,2025-01-24,View-Ready (Standard) OR2A,103001007CA41900,39.98,39.98,00:00:00.086,N,Indonesia,10.1501,0.086
50285634010,100436,DAF75,Complete,2025-01-24 02:54:38,2025-01-24 02:55:08.592,2025-01-24 02:54:38,2025-01-24 03:06:28.840,AO,OR2A,122.368,116.8132490904903,-1.260618791521416,WV02,ARCHIVE,Public,N,Standard,2025-01-24,View-Ready (Standard) OR2A,10300100E5D69600,122.37,122.37,00:00:00.264,N,Indonesia,11.337466666666668,0.264
50285540010,100436,DAF75,Complete,2025-01-23 17:58:38,2025-01-23 17:59:06.941,2025-01-23 17:58:38,2025-01-23 23:55:30.078,AO,OR2A,82.489,114.08339077830864,10.92567111526801,WV03,ARCHIVE,Public,N,Standard,2025-01-23,View-Ready (Standard) OR2A,104001003E841300,82.49,82.49,00:00:00.160,N,Spratly Islands,356.38561666666664,0.16
