Archive/Tasking;Public/Private;Multistrip;Responsiveness;Order Number;Complete Date;Order Description;Sqkm;Charge ($);Charge (s);Order Notes;Manual Calculation
ARCHIVE;Public;N;Standard;50284545010;45679;View-Ready (Standard) OR2A;49.793;49.79;1.11543E-06;N;
ARCHIVE;Public;N;Fresh;50284683010;45679;View-Ready (Standard) OR2A;171.902;171.9;4.29411E-06;N;
ARCHIVE;Public;N;Fresh;50284684010;45679;View-Ready (Standard) 2A;765.418;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50284685010;45679;View-Ready (Standard) OR2A;290.144;290.14;7.2478E-06;N;
ARCHIVE;Public;N;Fresh;50284686010;45679;View-Ready (Standard) 2A;778.81;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50284687010;45679;View-Ready (Standard) 2A;799.841;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50284688010;45679;View-Ready (Standard) OR2A;90.549;90.55;2.26192E-06;N;
ARCHIVE;Public;N;Standard;50285540010;45680;View-Ready (Standard) OR2A;82.489;82.49;1.84787E-06;N;
ARCHIVE;Public;N;Standard;50285541010;45680;View-Ready (Standard) 2A;183.244;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50285633010;45681;View-Ready (Standard) 2A;403.888;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50285634010;45681;View-Ready (Standard) OR2A;122.368;122.37;3.05675E-06;N;
ARCHIVE;Public;N;Standard;50285645010;45681;View-Ready (Standard) 2A;414.166;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50285646010;45681;View-Ready (Standard) OR2A;39.982;39.98;9.98751E-07;N;
ARCHIVE;Public;N;Fresh;50287906010;45687;View-Ready (Standard) OR2A;80.115;80.12;1.79469E-06;N;
ARCHIVE;Public;N;Fresh;50287907010;45687;View-Ready (Standard) 2A;1736.072;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50287908010;45687;View-Ready (Standard) OR2A;41.64;41.64;1.04017E-06;N;
ARCHIVE;Public;N;Fresh;50287909010;45687;View-Ready (Standard) 2A;2548.878;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50287913010;45687;View-Ready (Standard) 2A;454.166;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50287914010;45687;View-Ready (Standard) OR2A;117.39;117.39;3.9382E-06;N;
ARCHIVE;Public;N;Standard;50287915010;45687;View-Ready (Standard) OR2A;101.94;101.94;3.17451E-06;N;
ARCHIVE;Public;N;Standard;50287916010;45687;View-Ready (Standard) 2A;756.695;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50287950010;45687;View-Ready (Standard) OR2A;96.024;96.02;2.39868E-06;N;
ARCHIVE;Public;N;Standard;50287951010;45687;View-Ready (Standard) 2A;2471.595;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50287953010;45687;View-Ready (Standard) 2A;2211.584;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Standard;50287954010;45687;View-Ready (Standard) OR2A;123.002;123;3.07259E-06;N;
ARCHIVE;Public;N;Standard;50287955010;45687;View-Ready (Standard) 2A;335.185;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;50288310010;45688;View-Ready (Standard) OR2A;165.53;165.53;4.13494E-06;N;
ARCHIVE;Public;N;Fresh;50288311010;45688;View-Ready (Standard) 2A;615.609;0;0;Streaming. Do not charge.;
ARCHIVE;Public;N;Fresh;5.02782E+11;45666;50275418010_reorder;29.698;29.7;9.9631E-07;N;
ARCHIVE;Public;N;Fresh;5.02782E+11;45666;50276213010_reorder;26.018;26.02;8.72853E-07;N;
