orderNumber,customerIdentifier,customerName,status,orderCreateTimestamp,orderActiveTimestamp,orderSubmitTimestamp,orderCompleteTimestamp,orderType,productType,area,longitude,latitude,collectionVehicles,combined,archiveTasking,publicPrivate,multistrip,responsiveness,completeDate,orderDescription,catId,sqkm,charge,chargeS,orderNotes,country
50277864110,100436,DAF75,Delivered,2025-01-08T22:50:34.0000 UTC,2025-01-08T23:29:23.4820 UTC,2025-01-08T22:50:34.0000 UTC,,AO,OR2A,25.004,114.9281545,4.945021,GE01,GE01,,,,,,,,,,,,Brunei Darussalam
50277864100,100436,DAF75,Delivered,2025-01-08T22:50:34.0000 UTC,2025-01-08T23:29:07.3640 UTC,2025-01-08T22:50:34.0000 UTC,,AO,OR2A,25.748,151.9823155,-27.4457135,GE01,GE01,,,,,,,,,,,,Australia
50277864070,100436,DAF75,Delivered,2025-01-08T22:50:34.0000 UTC,2025-01-08T23:14:23.5300 UTC,2025-01-08T22:50:34.0000 UTC,,AO,OR2A,26.018,128.668834,38.06245,GE01,GE01,,,,,,,,,,,,Republic of Korea
50277864020,100436,DAF75,Delivered,2025-01-08T22:50:33.0000 UTC,2025-01-08T23:05:29.2420 UTC,2025-01-08T22:50:33.0000 UTC,,AO,OR2A,130.945,142.08594950000003,-12.6467355,WV02,WV02,,,,,,,,,,,,Australia
50277864010,100436,DAF75,Delivered,2025-01-08T22:50:33.0000 UTC,2025-01-08T23:05:27.3590 UTC,2025-01-08T22:50:33.0000 UTC,,AO,OR2A,29.698,128.940852,35.1783475,GE01,GE01,,,,,,,,,,,,Republic of Korea
50277864030,100436,DAF75,Delivered,2025-01-08T22:50:33.0000 UTC,2025-01-08T23:05:39.9710 UTC,2025-01-08T22:50:33.0000 UTC,,AO,OR2A,31.234,144.297883,-5.830197000000001,GE01,GE01,,,,,,,,,,,,Papua New Guinea
17347602010,100436,DAF75,Delivered,2024-10-31T08:59:37.0000 UTC,2024-10-31T08:59:57.0000 UTC,2024-10-31T08:59:37.0000 UTC,2024-11-01T05:03:09.0000 UTC,AO,L3,17.658,116.68502081694731,-0.9138166094358964,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010093A3DB00,17.66,17.66,0.034,N,Indonesia
17347600010,100436,DAF75,Delivered,2024-10-31T08:59:37.0000 UTC,2024-10-31T09:00:06.0000 UTC,2024-10-31T08:59:37.0000 UTC,2024-11-01T05:02:45.0000 UTC,AO,L3,25.002,106.69792699873445,-6.106020438099603,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,104001007B9BCF00,25.0,25.0,0.048,N,Indonesia
17347601010,100436,DAF75,Delivered,2024-10-31T08:59:37.0000 UTC,2024-10-31T08:59:58.0000 UTC,2024-10-31T08:59:37.0000 UTC,2024-11-01T05:02:37.0000 UTC,AO,L3,25.007,106.893975,-6.267028990280319,WV02,WV02,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,103001010175B200,25.01,25.01,0.054,N,Indonesia
17347599010,100436,DAF75,Delivered,2024-10-31T08:59:37.0000 UTC,2024-10-31T08:59:57.0000 UTC,2024-10-31T08:59:37.0000 UTC,2024-11-01T05:03:13.0000 UTC,AO,L3,25.025,114.561642,-3.3484729947764174,WV03,WV03,ARCHIVE,Public,N,Standard,11/1/2024,00:00:00,1040010069A58200,25.03,25.03,0.048,N,Indonesia
