Archive/Tasking,Public/Private,Multistrip,Responsiveness,Order Number,Complete Date,Order Description,CAT ID,Sqkm,Charge ($),Charge (s),Order Notes
ARCHIVE,Public,N,Fresh,050292257010,2/12/2025,DAF75-SO-L2A-Layer-AW276711,B120002101210600,143.260,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292258010,2/12/2025,DAF75-SO-LOR2A-Layer-AW276711,B120002101210600,143.260,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292259010,2/12/2025,DAF75-SO-L2A-Layer-AW276711,B120002101210700,155.070,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292260010,2/12/2025,DAF75-SO-LOR2A-Layer-AW276711,B120002101210700,155.070,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292263010,2/12/2025,View-Ready (Standard) OR2A,B120002101210700,70.740,$70.74,00:00:00.190,N
ARCHIVE,Public,N,Fresh,050292921010,2/13/2025,DAF75-SO-L2A-Layer-AW276712,B11000210124F800,170.300,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292924010,2/13/2025,DAF75-SO-LOR2A-Layer-AW276712,B11000210124F800,170.300,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292927010,2/13/2025,DAF75-SO-LOR2A-Layer-AW276712,B11000210124F900,206.720,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292928010,2/13/2025,DAF75-SO-L2A-Layer-AW276712,B11000210124F900,206.720,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292942010,2/13/2025,DAF75-SO-LOR2A-Layer-AW276712,B11000210124F700,122.670,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292943010,2/13/2025,DAF75-SO-L2A-Layer-AW276712,B11000210124F700,122.670,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050294532010,2/18/2025,View-Ready (Standard) OR2A,B120001100FAAF00,1.000,$1.00,00:00:00.003,N
ARCHIVE,Public,N,Fresh,050294533010,2/18/2025,View-Ready (Standard) 2A,B120001100FAAF00,608.810,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050297486010,2/24/2025,AOI1,10500100404C3D00,203.220,$203.22,00:00:00.589,N
ARCHIVE,Public,N,Fresh,050297486020,2/24/2025,AOI2,###############################################################################################################################################################################################################################################################,494.920,$494.92,00:00:01.435,N
ARCHIVE,Public,N,Fresh,050297486030,2/24/2025,AOI3,103001010CB9B800,557.760,$557.76,00:00:01.204,N
ARCHIVE,Public,N,Fresh,050297486040,2/24/2025,AOI6,1050010040313A00,215.000,$215.00,00:00:00.623,N
ARCHIVE,Public,N,Fresh,050297486050,2/24/2025,AOI7,10500100402D2B00,312.610,$312.61,00:00:00.906,N
ARCHIVE,Public,N,Fresh,050297486060,2/24/2025,AOI8,104001009FB89100,288.580,$288.58,00:00:00.559,N
ARCHIVE,Public,N,Fresh,050297486070,2/24/2025,AOI15,10500100404C3D00,203.220,$203.22,00:00:00.589,N
ARCHIVE,Public,N,Fresh,050297486080,2/24/2025,AOI16,###############################################################################################################################################################################################################################################################,494.920,$494.92,00:00:01.435,N
ARCHIVE,Public,N,Fresh,050297486090,2/24/2025,AOI17,103001010CB9B800,557.760,$557.76,00:00:01.204,N
ARCHIVE,Public,N,Fresh,050297486100,2/24/2025,AOI20,1050010040313A00,215.000,$215.00,00:00:00.623,N
ARCHIVE,Public,N,Fresh,050297486110,2/24/2025,AOI21,10500100402D2B00,312.610,$312.61,00:00:00.906,N
ARCHIVE,Public,N,Fresh,050297486120,2/24/2025,AOI22,104001009FB89100,288.580,$288.58,00:00:00.559,N
ARCHIVE,Public,N,Standard,050297486130,2/24/2025,AOI29,104001009D788D00,29.240,$29.24,00:00:00.057,N
ARCHIVE,Public,N,Standard,050297486140,2/24/2025,AOI30,104001009D788D00,29.240,$29.24,00:00:00.057,N
ARCHIVE,Public,N,Standard,050297486150,2/24/2025,AOI32,B1200011009C0000,42.340,$42.34,00:00:00.114,N
ARCHIVE,Public,N,Fresh,050297486160,2/24/2025,AOI33,10400100A1342F00,127.700,$127.70,00:00:00.247,N
ARCHIVE,Public,N,Standard,050297486170,2/24/2025,AOI34,104001009E1E6E00,15.900,$15.90,00:00:00.031,N
ARCHIVE,Public,N,Fresh,050297486180,2/24/2025,AOI35,10400100A2640400,52.340,$52.34,00:00:00.101,N
ARCHIVE,Public,N,Fresh,050297486190,2/24/2025,AOI36,103001010B0B2200,46.240,$46.24,00:00:00.100,N
ARCHIVE,Public,N,Standard,050297486200,2/24/2025,AOI37,B110001100A7E500,22.810,$22.81,00:00:00.061,N
ARCHIVE,Public,N,Fresh,050297486210,2/24/2025,AOI38,10400100A080E500,30.090,$30.09,00:00:00.058,N
ARCHIVE,Public,N,Fresh,050297486220,2/24/2025,AOI39,10400100A4D53400,17.310,$17.31,00:00:00.033,N
ARCHIVE,Public,N,Standard,050297486230,2/24/2025,AOI40,103001010621D500,24.890,$24.89,00:00:00.054,N
ARCHIVE,Public,N,Fresh,050297487010,2/24/2025,View-Ready (Standard) OR2A,103001010D6D2800,35.560,$35.56,00:00:00.077,N
ARCHIVE,Public,N,Fresh,050297488010,2/24/2025,View-Ready (Standard) 2A,103001010D6D2800,1966.730,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050297489010,2/24/2025,AOI4,###############################################################################################################################################################################################################################################################,411.960,$411.96,00:00:01.194,N
ARCHIVE,Public,N,Fresh,050297489020,2/24/2025,AOI5,###############################################################################################################################################################################################################################################################,157.990,$157.99,00:00:00.458,N
ARCHIVE,Public,N,Fresh,050297489030,2/24/2025,AOI18,###############################################################################################################################################################################################################################################################,411.960,$411.96,00:00:01.194,N
ARCHIVE,Public,N,Fresh,050297489040,2/24/2025,AOI19,###############################################################################################################################################################################################################################################################,157.990,$157.99,00:00:00.458,N
ARCHIVE,Public,N,Fresh,050297491010,2/24/2025,AOI9,103001010CA6C500,402.140,$402.14,00:00:00.868,N
ARCHIVE,Public,N,Fresh,050297491020,2/24/2025,AOI10,105001004018CF00,175.700,$175.70,00:00:00.509,N
ARCHIVE,Public,N,Fresh,050297491030,2/24/2025,AOI11,105001004018CD00,337.230,$337.23,00:00:00.977,N
ARCHIVE,Public,N,Fresh,050297491040,2/24/2025,AOI12,104001009F4E0A00,306.750,$306.75,00:00:00.594,N
ARCHIVE,Public,N,Fresh,050297491050,2/24/2025,AOI13,###############################################################################################################################################################################################################################################################,118.180,$118.18,00:00:00.343,N
ARCHIVE,Public,N,Fresh,050297491060,2/24/2025,AOI23,103001010CA6C500,402.140,$402.14,00:00:00.868,N
ARCHIVE,Public,N,Fresh,050297491070,2/24/2025,AOI24,105001004018CF00,175.700,$175.70,00:00:00.509,N
ARCHIVE,Public,N,Fresh,050297491080,2/24/2025,AOI25,105001004018CD00,337.230,$337.23,00:00:00.977,N
ARCHIVE,Public,N,Fresh,050297491090,2/24/2025,AOI26,104001009F4E0A00,306.750,$306.75,00:00:00.594,N
ARCHIVE,Public,N,Fresh,050297491100,2/24/2025,AOI27,###############################################################################################################################################################################################################################################################,118.180,$118.18,00:00:00.343,N
ARCHIVE,Public,N,Fresh,050297492010,2/24/2025,View-Ready (Standard) 2A,103001010CC67600,403.550,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050297493010,2/24/2025,View-Ready (Standard) OR2A,103001010CC67600,30.680,$30.68,00:00:00.066,N
ARCHIVE,Public,N,Standard,050297495010,2/24/2025,AOI14,105001003E1DAE00,368.450,$368.45,00:00:01.068,N
ARCHIVE,Public,N,Standard,050297495020,2/24/2025,AOI28,105001003E1DAE00,368.450,$368.45,00:00:01.068,N
ARCHIVE,Public,N,Fresh,050297497010,2/24/2025,AOI31,10500100404C3D00,203.220,$203.22,00:00:00.589,N
TASKING,Private,N,SelectPlus,050298319010,2/25/2025,View-Ready (Standard) 2A,10400100A15C3800,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050298320010,2/25/2025,View-Ready (Standard) OR2A,10400100A15C3800,100.000,"$4,360.00",00:00:08.439,N
ARCHIVE,Public,N,Fresh,050299414010,2/26/2025,AOI1,10500100404C3D00,203.220,$203.22,00:00:00.589,N
ARCHIVE,Public,N,Fresh,050299414040,2/26/2025,AOI6,1050010040313A00,215.000,$215.00,00:00:00.623,N
ARCHIVE,Public,N,Fresh,050299414070,2/26/2025,AOI15,10500100404C3D00,203.220,$203.22,00:00:00.589,N
ARCHIVE,Public,N,Standard,050299414130,2/26/2025,AOI29,104001009D788D00,29.240,$29.24,00:00:00.057,N
ARCHIVE,Public,N,Standard,050299414200,2/26/2025,AOI37,B110001100A7E500,22.810,$22.81,00:00:00.061,N
ARCHIVE,Public,N,Fresh,050299414210,2/26/2025,AOI38,10400100A080E500,30.090,$30.09,00:00:00.058,N
ARCHIVE,Public,N,Standard,050299414220,2/26/2025,AOI40,103001010621D500,24.890,$24.89,00:00:00.054,N
ARCHIVE,Public,N,Fresh,050300128010,2/28/2025,View-Ready (Standard) OR2A,103001010B5C9800,48.290,$48.29,00:00:00.104,N
ARCHIVE,Public,N,Fresh,050300129010,2/28/2025,View-Ready (Standard) 2A,103001010B5C9800,2960.830,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050300134010,2/28/2025,View-Ready (Standard) OR2A,1040010099D4D400,48.290,$48.29,00:00:00.093,N
ARCHIVE,Public,N,Standard,050300135010,2/28/2025,View-Ready (Standard) 2A,1040010099D4D400,915.470,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050300225010,2/28/2025,View-Ready (Standard) 2A,104001009F251600,1195.380,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050300226010,2/28/2025,View-Ready (Standard) OR2A,104001009F251600,14.630,$14.63,00:00:00.028,N
ARCHIVE,Public,N,Fresh,050300234010,2/28/2025,View-Ready (Standard) 2A,103001010CB1FC00,2140.730,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050300235010,2/28/2025,View-Ready (Standard) OR2A,103001010CB1FC00,99.230,$99.23,00:00:00.214,N
ARCHIVE,Public,N,Fresh,050300236010,2/28/2025,View-Ready (Standard) OR2A,103001010CB1FC00,99.230,$99.23,00:00:00.214,N
ARCHIVE,Public,N,Fresh,050300237010,2/28/2025,View-Ready (Standard) 2A,103001010CB1FC00,2140.730,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050300244010,2/28/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,19.220,$19.22,00:00:00.056,N
ARCHIVE,Public,N,Fresh,050300245010,2/28/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,891.610,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050300257010,2/28/2025,View-Ready (Standard) OR2A,B110001101206000,30.480,$30.48,00:00:00.082,N
TASKING,Private,N,SelectPlus,050300468010,3/1/2025,View-Ready (Standard) OR2A,1050010040C43100,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300469010,3/1/2025,View-Ready (Standard) OR2A,1050010040C43000,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300470010,3/1/2025,View-Ready (Standard) 2A,1050010040C43100,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300471010,3/1/2025,View-Ready (Standard) 2A,1050010040C43000,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300473010,3/1/2025,View-Ready (Standard) 2A,1050010040C4D000,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300474010,3/1/2025,View-Ready (Standard) OR2A,1050010040C4D000,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300604010,3/2/2025,View-Ready (Standard) 2A,1050010040C85D00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300605010,3/2/2025,View-Ready (Standard) OR2A,1050010040C85D00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300608010,3/2/2025,View-Ready (Standard) OR2A,1050010040C8EE00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300609010,3/2/2025,View-Ready (Standard) 2A,1050010040C8EE00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300611010,3/2/2025,View-Ready (Standard) OR2A,1050010040C8E900,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300612010,3/2/2025,View-Ready (Standard) 2A,1050010040C8E900,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300613010,3/2/2025,View-Ready (Standard) 2A,1050010040C8ED00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300614010,3/2/2025,View-Ready (Standard) OR2A,1050010040C8ED00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300618010,3/2/2025,View-Ready (Standard) 2A,1050010040C8EC00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300619010,3/2/2025,View-Ready (Standard) OR2A,1050010040C8EC00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050300717010,3/3/2025,View-Ready (Standard) 2A,1050010040CC9000,116.310,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050300718010,3/3/2025,View-Ready (Standard) OR2A,1050010040CC9000,116.310,"$4,791.89",00:00:13.890,N
TASKING,Private,N,SelectPlus,050300719010,3/3/2025,View-Ready (Standard) OR2A,1050010040CC9100,125.010,"$5,150.29",00:00:14.928,N
TASKING,Private,N,SelectPlus,050300720010,3/3/2025,View-Ready (Standard) 2A,1050010040CC9100,125.010,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050301129010,3/4/2025,View-Ready (Standard) OR2A,103001010E239B00,94.250,$94.25,00:00:00.203,N
ARCHIVE,Public,N,Fresh,050301130010,3/4/2025,View-Ready (Standard) 2A,103001010E239B00,344.730,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050301986010,3/6/2025,View-Ready (Standard) OR2A,10400100A0C0C300,116.920,$116.92,00:00:00.226,N
ARCHIVE,Public,N,Fresh,050301987010,3/6/2025,View-Ready (Standard) 2A,10400100A0C0C300,175.430,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050301989010,3/6/2025,View-Ready (Standard) OR2A,103001010E3F2800,25.750,$25.75,00:00:00.056,N
ARCHIVE,Public,N,Fresh,050301990010,3/6/2025,View-Ready (Standard) 2A,103001010E3F2800,688.750,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050302561010,3/7/2025,View-Ready (Standard) OR2A,103001010D514C00,32.590,$32.59,00:00:00.070,N
ARCHIVE,Public,N,Fresh,050302562010,3/7/2025,View-Ready (Standard) 2A,103001010D514C00,564.620,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050303233010,3/8/2025,View-Ready (Standard) 2A,104001009F251600,1195.380,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050303234010,3/8/2025,View-Ready (Standard) OR2A,104001009F251600,30.210,$30.21,00:00:00.058,N
ARCHIVE,Public,N,Standard,050303235010,3/8/2025,View-Ready (Standard) 2A,104001009F251600,1195.380,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050303236010,3/8/2025,View-Ready (Standard) OR2A,104001009F251600,30.210,$30.21,00:00:00.058,N
ARCHIVE,Public,N,Fresh,050303237010,3/8/2025,View-Ready (Standard) OR2A,10400100A3CFCF00,39.300,$39.30,00:00:00.076,N
ARCHIVE,Public,N,Fresh,050303238010,3/8/2025,View-Ready (Standard) 2A,10400100A3CFCF00,164.130,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304413010,3/12/2025,View-Ready (Standard) OR2A,10400100A0C76400,14.080,$14.08,00:00:00.027,N
ARCHIVE,Public,N,Fresh,050304414010,3/12/2025,View-Ready (Standard) 2A,10400100A0C76400,1206.580,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304427010,3/12/2025,View-Ready (Standard) OR2A,10400100A0C76400,28.810,$28.81,00:00:00.056,N
ARCHIVE,Public,N,Fresh,050304428010,3/12/2025,View-Ready (Standard) 2A,10400100A0C76400,1206.580,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304431010,3/12/2025,View-Ready (Standard) 2A,10400100A2C79A00,1219.280,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304432010,3/12/2025,View-Ready (Standard) OR2A,10400100A2C79A00,53.210,$53.21,00:00:00.103,N
ARCHIVE,Public,N,Fresh,050304433010,3/12/2025,View-Ready (Standard) OR2A,10400100A21CA800,95.330,$95.33,00:00:00.185,N
ARCHIVE,Public,N,Fresh,050304434010,3/12/2025,View-Ready (Standard) 2A,10400100A21CA800,1138.330,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304435010,3/12/2025,View-Ready (Standard) OR2A,10400100A0C76400,67.620,$67.62,00:00:00.131,N
ARCHIVE,Public,N,Fresh,050304436010,3/12/2025,View-Ready (Standard) 2A,10400100A0C76400,1206.580,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304437010,3/12/2025,View-Ready (Standard) OR2A,10400100A2C79A00,27.420,$27.42,00:00:00.053,N
ARCHIVE,Public,N,Fresh,050304438010,3/12/2025,View-Ready (Standard) 2A,10400100A2C79A00,1219.280,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304440010,3/12/2025,View-Ready (Standard) 2A,103001010EBBE800,1029.150,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304441010,3/12/2025,View-Ready (Standard) OR2A,103001010EBBE800,11.750,$11.75,00:00:00.025,N
ARCHIVE,Public,N,Standard,050304458010,3/12/2025,View-Ready (Standard) 2A,104001009367EF00,2469.270,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050304459010,3/12/2025,View-Ready (Standard) OR2A,104001009367EF00,34.000,$34.00,00:00:00.066,N
ARCHIVE,Public,N,Standard,050304468010,3/12/2025,View-Ready (Standard) OR2A,10300101059CA400,1.160,$1.16,00:00:00.003,N
ARCHIVE,Public,N,Standard,050304469010,3/12/2025,View-Ready (Standard) 2A,10300101059CA400,707.140,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050304816010,3/13/2025,View-Ready (Standard) OR2A,10304B0033E75300,101.440,$101.44,00:00:00.219,N
ARCHIVE,Public,N,Fresh,050304818010,3/13/2025,View-Ready (Standard) 2A,103001010E17FD00,990.660,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304819010,3/13/2025,View-Ready (Standard) OR2A,103001010E17FD00,9.250,$9.25,00:00:00.020,N
ARCHIVE,Public,N,Fresh,050304820010,3/13/2025,View-Ready (Standard) OR2A,103001010E63CB00,10.060,$10.06,00:00:00.022,N
ARCHIVE,Public,N,Fresh,050304821010,3/13/2025,View-Ready (Standard) 2A,103001010E63CB00,1070.640,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050304823010,3/13/2025,View-Ready (Standard) OR2A,10304B0033E74B00,10.770,$10.77,00:00:00.023,N
ARCHIVE,Public,N,Standard,050304826010,3/13/2025,View-Ready (Standard) OR2A,10304B0033E74B00,19.160,$19.16,00:00:00.041,N
ARCHIVE,Public,N,Standard,050304827010,3/13/2025,View-Ready (Standard) OR2A,10304B0033E74B00,49.560,$49.56,00:00:00.107,N
ARCHIVE,Public,N,Standard,050304828010,3/13/2025,View-Ready (Standard) OR2A,B1100011009B5D00,6.960,$6.96,00:00:00.019,N
ARCHIVE,Public,N,Standard,050304831010,3/13/2025,View-Ready (Standard) OR2A,10300100FC87D100,103.430,$103.43,00:00:00.223,N
ARCHIVE,Public,N,Standard,050304832010,3/13/2025,View-Ready (Standard) 2A,10300100FC87D100,1097.980,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050304834010,3/13/2025,View-Ready (Standard) OR2A,10300100F8085800,40.630,$40.63,00:00:00.088,N
ARCHIVE,Public,N,Standard,050304835010,3/13/2025,View-Ready (Standard) 2A,10300100F8085800,2401.130,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050304836010,3/13/2025,View-Ready (Standard) OR2A,B120001100E3D400,338.620,$338.62,00:00:00.911,N
ARCHIVE,Public,N,Fresh,050304837010,3/13/2025,View-Ready (Standard) 2A,B120001100E3D400,1290.830,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050305582010,3/15/2025,View-Ready (Standard) OR2A,10500100412B8900,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050305583010,3/15/2025,View-Ready (Standard) 2A,10500100412B8900,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050305963010,3/17/2025,View-Ready (Standard) OR2A,103001010F5C2D00,39.010,$39.01,00:00:00.084,N
ARCHIVE,Public,N,Fresh,050305964010,3/17/2025,View-Ready (Standard) 2A,103001010F5C2D00,382.580,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050305965010,3/17/2025,View-Ready (Standard) OR2A,10400100A3CFCF00,39.540,$39.54,00:00:00.077,N
ARCHIVE,Public,N,Fresh,050305966010,3/17/2025,View-Ready (Standard) 2A,10400100A3CFCF00,164.130,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050305967010,3/17/2025,View-Ready (Standard) 2A,B1100011011F2B00,1875.630,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050305968010,3/17/2025,View-Ready (Standard) OR2A,B1100011011F2B00,67.880,$67.88,00:00:00.183,N
ARCHIVE,Public,N,Fresh,050305972010,3/17/2025,View-Ready (Standard) OR2A,B1200011011FDA00,27.500,$27.50,00:00:00.074,N
ARCHIVE,Public,N,Fresh,050305973010,3/17/2025,View-Ready (Standard) 2A,B1200011011FDA00,522.690,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306542010,3/18/2025,View-Ready (Standard) OR2A,103001010F407600,103.840,$103.84,00:00:00.224,N
ARCHIVE,Public,N,Fresh,050306543010,3/18/2025,View-Ready (Standard) 2A,103001010F407600,314.850,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306544010,3/18/2025,View-Ready (Standard) 2A,103001010F407600,314.850,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306545010,3/18/2025,View-Ready (Standard) OR2A,103001010F407600,103.840,$103.84,00:00:00.224,N
ARCHIVE,Public,N,Fresh,050306548010,3/18/2025,View-Ready (Standard) 2A,B120001100FC4E00,201.690,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306549010,3/18/2025,View-Ready (Standard) OR2A,B120001100FC4E00,38.380,$38.38,00:00:00.103,N
ARCHIVE,Public,N,Fresh,050306551010,3/18/2025,View-Ready (Standard) 2A,B12000110115F500,274.630,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306552010,3/18/2025,View-Ready (Standard) OR2A,B12000110115F500,36.550,$36.55,00:00:00.098,N
ARCHIVE,Public,N,Fresh,050306555010,3/18/2025,View-Ready (Standard) OR2A,10400100A27FB500,38.910,$38.91,00:00:00.075,N
ARCHIVE,Public,N,Fresh,050306556010,3/18/2025,View-Ready (Standard) 2A,10400100A27FB500,152.560,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050306557010,3/18/2025,View-Ready (Standard) OR2A,103001010F178E00,86.870,$86.87,00:00:00.187,N
ARCHIVE,Public,N,Fresh,050306558010,3/18/2025,View-Ready (Standard) 2A,103001010F178E00,304.050,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050308802010,3/24/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,3.000,$3.00,00:00:00.009,N
TASKING,Private,N,SelectPlus,050317155010,4/11/2025,View-Ready (Standard) OR2A,1050010041A75300,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050317156010,4/11/2025,View-Ready (Standard) 2A,1050010041A75300,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050317852010,4/14/2025,View-Ready (Standard) OR2A,10400100A565EB00,100.000,"$4,360.00",00:00:08.439,N
TASKING,Private,N,SelectPlus,050317855010,4/14/2025,View-Ready (Standard) 2A,10400100A565EB00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050317948010,4/15/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,3.520,$3.52,00:00:00.010,N
ARCHIVE,Public,N,Fresh,050318444010,4/16/2025,View-Ready (Standard) OR2A,B1200011012B4100,22.090,$22.09,00:00:00.059,N
ARCHIVE,Public,N,Fresh,050318445010,4/16/2025,View-Ready (Standard) 2A,B1200011012B4100,617.240,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050320828010,4/17/2025,View-Ready (Standard) OR2A,B1200011012B4100,615.360,$615.36,00:00:01.656,N
ARCHIVE,Public,N,Standard,050321550010,4/21/2025,View-Ready (Standard) OR2A,10300100EDACEB00,41.200,$41.20,00:00:00.089,N
ARCHIVE,Public,N,Standard,050321551010,4/21/2025,View-Ready (Standard) 2A,10300100EDACEB00,2923.520,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050323392010,4/24/2025,View-Ready (Standard) OR2A,B120001100904200,37.420,$37.42,00:00:00.101,N
ARCHIVE,Public,N,Standard,050323393010,4/24/2025,View-Ready (Standard) 2A,B120001100904200,1856.190,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050323394010,4/24/2025,View-Ready (Standard) 2A,103001009D066500,2354.830,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050323395010,4/24/2025,View-Ready (Standard) OR2A,103001009D066500,40.070,$40.07,00:00:00.086,N
ARCHIVE,Public,N,Standard,050323396010,4/24/2025,View-Ready (Standard) OR2A,10300100F6C83100,25.150,$25.15,00:00:00.054,N
ARCHIVE,Public,N,Standard,050323397010,4/24/2025,View-Ready (Standard) 2A,10300100F6C83100,2077.060,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050323399010,4/24/2025,View-Ready (Standard) 2A,103001006DCA7A00,2012.190,$0.00,00:00:00.000,Streaming. Do not charge.
