Archive/Tasking,Public/Private,Multistrip,Responsiveness,Order Number,Complete Date,Order Description,CAT ID,Sqkm,Charge ($),Charge (s),Order Notes
ARCHIVE,Public,N,Standard,050276769010,1/7/2025,View-Ready (Standard) 2A,B110001100568B00,152.760,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050276770010,1/7/2025,View-Ready (Standard) OR2A,B110001100568B00,33.760,$33.76,00:00:00.091,N
ARCHIVE,Public,N,Standard,050276771010,1/7/2025,View-Ready (Standard) 2A,B12000110056F300,251.970,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050276772010,1/7/2025,View-Ready (Standard) OR2A,B12000110056F300,30.700,$30.70,00:00:00.083,N
ARCHIVE,Public,N,Fresh,050276773010,1/7/2025,View-Ready (Standard) 2A,10400100A1C45E00,1674.970,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276774010,1/7/2025,View-Ready (Standard) OR2A,10400100A1C45E00,23.810,$23.81,00:00:00.046,N
TASKING,Private,N,SelectPlus,050276776010,1/7/2025,View-Ready (Standard) 2A,105001004018CD00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050276777010,1/7/2025,View-Ready (Standard) OR2A,105001004018CD00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050276778010,1/7/2025,View-Ready (Standard) OR2A,105001004018CF00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050276779010,1/7/2025,View-Ready (Standard) 2A,105001004018CF00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050276780010,1/7/2025,View-Ready (Standard) 2A,105001004018C700,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276782010,1/7/2025,View-Ready (Standard) OR2A,103001010BC03D00,21.110,$21.11,00:00:00.046,N
ARCHIVE,Public,N,Fresh,050276783010,1/7/2025,View-Ready (Standard) 2A,103001010BC03D00,355.020,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276784010,1/7/2025,View-Ready (Standard) 2A,103001010818AB00,303.360,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276785010,1/7/2025,View-Ready (Standard) OR2A,103001010818AB00,54.440,$54.44,00:00:00.118,N
ARCHIVE,Public,N,Fresh,050276786010,1/7/2025,View-Ready (Standard) OR2A,1030010108B2AA00,21.360,$21.36,00:00:00.046,N
ARCHIVE,Public,N,Fresh,050276787010,1/7/2025,View-Ready (Standard) 2A,1030010108B2AA00,699.370,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276788010,1/7/2025,View-Ready (Standard) OR2A,1050010040075A00,3.220,$3.22,00:00:00.009,N
ARCHIVE,Public,N,Fresh,050276789010,1/7/2025,View-Ready (Standard) 2A,103001010B5B5E00,351.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276790010,1/7/2025,View-Ready (Standard) OR2A,103001010B5B5E00,32.410,$32.41,00:00:00.070,N
ARCHIVE,Public,N,Fresh,050276791010,1/7/2025,View-Ready (Standard) OR2A,B120001100E0F700,34.780,$34.78,00:00:00.094,N
ARCHIVE,Public,N,Fresh,050276792010,1/7/2025,View-Ready (Standard) 2A,B120001100E0F700,154.050,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276793010,1/7/2025,View-Ready (Standard) OR2A,103001010B772700,76.040,$76.04,00:00:00.164,N
ARCHIVE,Public,N,Fresh,050276794010,1/7/2025,View-Ready (Standard) 2A,103001010B772700,246.200,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276796010,1/7/2025,View-Ready (Standard) OR2A,B1200011009F7100,35.830,$35.83,00:00:00.096,N
ARCHIVE,Public,N,Fresh,050276797010,1/7/2025,View-Ready (Standard) 2A,B1200011009F7100,555.480,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276798010,1/7/2025,View-Ready (Standard) OR2A,10400100A2C5FB00,49.980,$49.98,00:00:00.097,N
ARCHIVE,Public,N,Fresh,050276799010,1/7/2025,View-Ready (Standard) 2A,10400100A2C5FB00,1045.360,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276801010,1/7/2025,View-Ready (Standard) 2A,B120001100DD5400,293.410,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050276802010,1/7/2025,View-Ready (Standard) OR2A,B120001100DD5400,30.610,$30.61,00:00:00.082,N
ARCHIVE,Public,N,Fresh,050277351010,1/8/2025,View-Ready (Standard) 2A,10500100401BED00,120.960,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277354010,1/8/2025,View-Ready (Standard) 2A,103001010B9B3B00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277356010,1/8/2025,View-Ready (Standard) OR2A,104001009F4E0A00,100.000,"$4,360.00",00:00:08.439,N
TASKING,Private,N,SelectPlus,050277357010,1/8/2025,View-Ready (Standard) 2A,104001009F4E0A00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277358010,1/8/2025,View-Ready (Standard) 2A,103001010CA6C500,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277359010,1/8/2025,View-Ready (Standard) OR2A,103001010CA6C500,100.000,"$4,120.00",00:00:08.892,N
ARCHIVE,Public,N,Fresh,050277924010,1/9/2025,View-Ready (Standard) OR2A,103001010BD39700,28.440,$28.44,00:00:00.061,N
ARCHIVE,Public,N,Fresh,050277925010,1/9/2025,View-Ready (Standard) 2A,103001010BD39700,350.120,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277927010,1/9/2025,View-Ready (Standard) 2A,103001010AAF7100,889.340,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277928010,1/9/2025,View-Ready (Standard) OR2A,103001010AAF7100,23.920,$23.92,00:00:00.052,N
ARCHIVE,Public,N,Fresh,050277929010,1/9/2025,View-Ready (Standard) OR2A,B120001100E25D00,130.580,$130.58,00:00:00.351,N
ARCHIVE,Public,N,Fresh,050277930010,1/9/2025,View-Ready (Standard) 2A,B120001100E25D00,402.870,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277936010,1/9/2025,View-Ready (Standard) OR2A,105001003F630800,59.840,$59.84,00:00:00.173,N
ARCHIVE,Public,N,Fresh,050277937010,1/9/2025,View-Ready (Standard) 2A,105001003F630800,1326.460,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277945010,1/9/2025,View-Ready (Standard) 2A,10400100A132FC00,1273.140,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277946010,1/9/2025,View-Ready (Standard) OR2A,10400100A132FC00,82.100,$82.10,00:00:00.159,N
ARCHIVE,Public,N,Fresh,050277953010,1/9/2025,View-Ready (Standard) OR2A,103001010BC81400,53.550,$53.55,00:00:00.116,N
ARCHIVE,Public,N,Fresh,050277954010,1/9/2025,View-Ready (Standard) 2A,103001010BC81400,287.120,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277955010,1/9/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,51.740,$51.74,00:00:00.112,N
ARCHIVE,Public,N,Fresh,050277956010,1/9/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,2266.400,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277959010,1/9/2025,View-Ready (Standard) OR2A,10400100A07FFE00,33.390,$33.39,00:00:00.065,N
ARCHIVE,Public,N,Fresh,050277960010,1/9/2025,View-Ready (Standard) 2A,10400100A07FFE00,176.440,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050277963010,1/9/2025,View-Ready (Standard) OR2A,103001010BC3DE00,66.400,$66.40,00:00:00.143,N
ARCHIVE,Public,N,Fresh,050277964010,1/9/2025,View-Ready (Standard) 2A,103001010BC3DE00,295.790,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277978010,1/9/2025,View-Ready (Standard) 2A,10500100401F9600,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050277979010,1/9/2025,View-Ready (Standard) 2A,10500100401F9A00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050278005010,1/9/2025,View-Ready (Standard) OR2A,1040010099590F00,40.500,$40.50,00:00:00.078,N
ARCHIVE,Public,N,Standard,050278006010,1/9/2025,View-Ready (Standard) 2A,1040010099590F00,238.710,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278007010,1/9/2025,View-Ready (Standard) OR2A,104001009E878200,20.800,$20.80,00:00:00.040,N
ARCHIVE,Public,N,Fresh,050278008010,1/9/2025,View-Ready (Standard) 2A,104001009E878200,228.020,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278010010,1/9/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,18.980,$18.98,00:00:00.055,N
ARCHIVE,Public,N,Fresh,050278011010,1/9/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,368.220,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278013010,1/9/2025,View-Ready (Standard) OR2A,B120001100731F00,67.440,$67.44,00:00:00.181,N
ARCHIVE,Public,N,Fresh,050278014010,1/9/2025,View-Ready (Standard) 2A,B120001100731F00,756.700,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278017010,1/9/2025,View-Ready (Standard) OR2A,10400100A0B53C00,80.280,$80.28,00:00:00.155,N
ARCHIVE,Public,N,Fresh,050278018010,1/9/2025,View-Ready (Standard) 2A,10400100A0B53C00,183.450,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278020010,1/9/2025,View-Ready (Standard) 2A,103001010700F600,249.480,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278021010,1/9/2025,View-Ready (Standard) OR2A,103001010700F600,61.870,$61.87,00:00:00.134,N
ARCHIVE,Public,N,Fresh,050278207010,1/9/2025,50277350010_reorder,10500100401BED00,25.000,$25.00,00:00:00.072,N
ARCHIVE,Public,N,Fresh,050278207020,1/9/2025,50275886010_reorder,103001010B965F00,130.950,$130.95,00:00:00.283,N
ARCHIVE,Public,N,Fresh,050278207030,1/9/2025,50277353010_reorder,103001010B9B3B00,40.930,$40.93,00:00:00.088,N
ARCHIVE,Public,N,Fresh,050278207040,1/9/2025,50276209010_reorder,103001010BC94400,28.310,$28.31,00:00:00.061,N
ARCHIVE,Public,N,Fresh,050278207050,1/9/2025,50276208010_reorder,105001004010AA00,31.230,$31.23,00:00:00.091,N
ARCHIVE,Public,N,Fresh,050278207060,1/9/2025,50276216010_reorder,###############################################################################################################################################################################################################################################################,153.600,$153.60,00:00:00.445,N
ARCHIVE,Public,N,Fresh,050278207070,1/9/2025,50276460010_reorder,1050010040164B00,25.750,$25.75,00:00:00.075,N
ARCHIVE,Public,N,Fresh,050278207080,1/9/2025,50276212010_reorder,103001010BBB3900,26.340,$26.34,00:00:00.057,N
ARCHIVE,Public,N,Fresh,050278207090,1/9/2025,50276781010_reorder,105001004018C700,40.660,$40.66,00:00:00.118,N
ARCHIVE,Public,N,Fresh,050278207100,1/9/2025,50275418010_reorder,###############################################################################################################################################################################################################################################################,29.700,$29.70,00:00:00.086,N
ARCHIVE,Public,N,Fresh,050278207110,1/9/2025,50276213010_reorder,###############################################################################################################################################################################################################################################################,26.020,$26.02,00:00:00.075,N
TASKING,Private,N,SelectPlus,050278287010,1/10/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278298010,1/10/2025,View-Ready (Standard) OR2A,104001009E86BD00,26.910,$26.91,00:00:00.052,N
ARCHIVE,Public,N,Fresh,050278299010,1/10/2025,View-Ready (Standard) 2A,104001009E86BD00,180.320,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050278354010,1/10/2025,View-Ready (Standard) OR2A,103001010621D500,24.890,$24.89,00:00:00.054,N
ARCHIVE,Public,N,Standard,050278355010,1/10/2025,View-Ready (Standard) 2A,103001010621D500,326.090,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278396010,1/10/2025,View-Ready (Standard) OR2A,10400100A4D53400,17.310,$17.31,00:00:00.033,N
ARCHIVE,Public,N,Fresh,050278397010,1/10/2025,View-Ready (Standard) 2A,10400100A4D53400,177.830,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278398010,1/10/2025,View-Ready (Standard) 2A,10400100A080E500,192.760,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278399010,1/10/2025,View-Ready (Standard) OR2A,10400100A080E500,30.090,$30.09,00:00:00.058,N
ARCHIVE,Public,N,Standard,050278400010,1/10/2025,View-Ready (Standard) OR2A,105001003E0DF700,17.960,$17.96,00:00:00.052,N
ARCHIVE,Public,N,Standard,050278401010,1/10/2025,View-Ready (Standard) 2A,105001003E0DF700,184.250,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278402010,1/10/2025,View-Ready (Standard) 2A,B110001100A7E500,229.160,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278403010,1/10/2025,View-Ready (Standard) OR2A,B110001100A7E500,22.810,$22.81,00:00:00.061,N
ARCHIVE,Public,N,Fresh,050278404010,1/10/2025,View-Ready (Standard) OR2A,103001010B0B2200,46.240,$46.24,00:00:00.100,N
ARCHIVE,Public,N,Fresh,050278405010,1/10/2025,View-Ready (Standard) 2A,103001010B0B2200,323.050,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278409010,1/10/2025,View-Ready (Standard) 2A,10400100A2640400,2517.400,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278410010,1/10/2025,View-Ready (Standard) OR2A,10400100A2640400,52.340,$52.34,00:00:00.101,N
ARCHIVE,Public,N,Fresh,050278417010,1/10/2025,View-Ready (Standard) OR2A,104001009E1E6E00,15.900,$15.90,00:00:00.031,N
ARCHIVE,Public,N,Fresh,050278418010,1/10/2025,View-Ready (Standard) 2A,104001009E1E6E00,149.920,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278419010,1/10/2025,View-Ready (Standard) OR2A,10400100A1342F00,127.700,$127.70,00:00:00.247,N
ARCHIVE,Public,N,Fresh,050278420010,1/10/2025,View-Ready (Standard) 2A,10400100A1342F00,1210.940,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278421010,1/10/2025,View-Ready (Standard) OR2A,B1200011009C0000,42.340,$42.34,00:00:00.114,N
ARCHIVE,Public,N,Fresh,050278422010,1/10/2025,View-Ready (Standard) 2A,B1200011009C0000,172.560,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050278735010,1/11/2025,View-Ready (Standard) 2A,105001004028C300,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050278737010,1/11/2025,View-Ready (Standard) OR2A,104001009FB89100,100.000,"$4,360.00",00:00:08.439,N
TASKING,Private,N,SelectPlus,050278738010,1/11/2025,View-Ready (Standard) 2A,104001009FB89100,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050278878010,1/12/2025,View-Ready (Standard) OR2A,10500100402D2B00,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050278879010,1/12/2025,View-Ready (Standard) 2A,10500100402D2B00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050278943010,1/13/2025,View-Ready (Standard) OR2A,105001003D0D9300,6.980,$6.98,00:00:00.020,N
ARCHIVE,Public,N,Standard,050278944010,1/13/2025,View-Ready (Standard) 2A,105001003D0D9300,1252.920,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050278956010,1/13/2025,View-Ready (Standard) 2A,1050010040313A00,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050278957010,1/13/2025,View-Ready (Standard) OR2A,1050010040313A00,100.000,"$4,120.00",00:00:11.942,N
ARCHIVE,Public,N,Fresh,050278970010,1/13/2025,View-Ready (Standard) OR2A,10400100A057F900,35.730,$35.73,00:00:00.069,N
ARCHIVE,Public,N,Fresh,050278971010,1/13/2025,View-Ready (Standard) 2A,10400100A057F900,171.370,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278990010,1/13/2025,View-Ready (Standard) OR2A,104001009D788D00,29.240,$29.24,00:00:00.057,N
ARCHIVE,Public,N,Fresh,050278991010,1/13/2025,View-Ready (Standard) 2A,104001009D788D00,151.320,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050278992010,1/13/2025,View-Ready (Standard) OR2A,104001009D788D00,29.240,$29.24,00:00:00.057,N
ARCHIVE,Public,N,Fresh,050278993010,1/13/2025,View-Ready (Standard) 2A,104001009D788D00,151.320,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050279326010,1/14/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050279327010,1/14/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.000,"$4,120.00",00:00:11.942,N
ARCHIVE,Public,N,Standard,050279435010,1/14/2025,View-Ready (Standard) OR2A,10300100EB22AC00,125.930,$125.93,00:00:00.272,N
ARCHIVE,Public,N,Standard,050279436010,1/14/2025,View-Ready (Standard) 2A,10300100EB22AC00,966.340,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050281514010,1/15/2025,View-Ready (Standard) 2A,103001010CB9B800,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050281515010,1/15/2025,View-Ready (Standard) OR2A,103001010CB9B800,100.000,"$4,120.00",00:00:08.892,N
TASKING,Private,N,SelectPlus,050283282010,1/18/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,100.000,"$4,120.00",00:00:11.942,N
TASKING,Private,N,SelectPlus,050283285010,1/18/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050283379010,1/19/2025,View-Ready (Standard) 2A,10500100404C3D00,117.490,$0.00,00:00:00.000,Streaming. Do not charge.
TASKING,Private,N,SelectPlus,050283477010,1/20/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,100.000,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,Yes. Manual calculation required.,Standard,050284540010,1/22/2025,View-Ready (Standard) OR2A,869bf9a6-40dc-401f-9ca8-0d5445e302de-inv,167.910,#N/A,#N/A,N
ARCHIVE,Public,Yes. Manual calculation required.,Standard,050284541010,1/22/2025,View-Ready (Standard) 2A,869bf9a6-40dc-401f-9ca8-0d5445e302de-inv,353.540,#N/A,#N/A,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050284544010,1/22/2025,View-Ready (Standard) 2A,104001005A1FB300,218.840,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050284545010,1/22/2025,View-Ready (Standard) OR2A,104001005A1FB300,49.790,$49.79,00:00:00.096,N
ARCHIVE,Public,N,Fresh,050284683010,1/22/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,171.900,$171.90,00:00:00.371,N
ARCHIVE,Public,N,Fresh,050284684010,1/22/2025,View-Ready (Standard) 2A,###############################################################################################################################################################################################################################################################,765.420,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050284685010,1/22/2025,View-Ready (Standard) OR2A,10300101083E1300,290.140,$290.14,00:00:00.626,N
ARCHIVE,Public,N,Fresh,050284686010,1/22/2025,View-Ready (Standard) 2A,10300101083E1300,778.810,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050284687010,1/22/2025,View-Ready (Standard) 2A,10300101088F0C00,799.840,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050284688010,1/22/2025,View-Ready (Standard) OR2A,10300101088F0C00,90.550,$90.55,00:00:00.195,N
ARCHIVE,Public,N,Standard,050285540010,1/23/2025,View-Ready (Standard) OR2A,104001003E841300,82.490,$82.49,00:00:00.160,N
ARCHIVE,Public,N,Standard,050285541010,1/23/2025,View-Ready (Standard) 2A,104001003E841300,183.240,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050285633010,1/24/2025,View-Ready (Standard) 2A,10300100E5D69600,403.890,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050285634010,1/24/2025,View-Ready (Standard) OR2A,10300100E5D69600,122.370,$122.37,00:00:00.264,N
ARCHIVE,Public,N,Standard,050285645010,1/24/2025,View-Ready (Standard) 2A,103001007CA41900,414.170,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050285646010,1/24/2025,View-Ready (Standard) OR2A,103001007CA41900,39.980,$39.98,00:00:00.086,N
ARCHIVE,Public,N,Fresh,050287906010,1/30/2025,View-Ready (Standard) OR2A,10400100A3B3E700,80.120,$80.12,00:00:00.155,N
ARCHIVE,Public,N,Fresh,050287907010,1/30/2025,View-Ready (Standard) 2A,10400100A3B3E700,1736.070,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050287908010,1/30/2025,View-Ready (Standard) OR2A,103001010BBD1800,41.640,$41.64,00:00:00.090,N
ARCHIVE,Public,N,Fresh,050287909010,1/30/2025,View-Ready (Standard) 2A,103001010BBD1800,2548.880,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050287913010,1/30/2025,View-Ready (Standard) 2A,105001003F311000,454.170,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050287914010,1/30/2025,View-Ready (Standard) OR2A,105001003F311000,117.390,$117.39,00:00:00.340,N
ARCHIVE,Public,N,Standard,050287915010,1/30/2025,View-Ready (Standard) OR2A,B120001100731F00,101.940,$101.94,00:00:00.274,N
ARCHIVE,Public,N,Standard,050287916010,1/30/2025,View-Ready (Standard) 2A,B120001100731F00,756.700,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050287950010,1/30/2025,View-Ready (Standard) OR2A,103001009F975500,96.020,$96.02,00:00:00.207,N
ARCHIVE,Public,N,Standard,050287951010,1/30/2025,View-Ready (Standard) 2A,103001009F975500,2471.600,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050287953010,1/30/2025,View-Ready (Standard) 2A,10300100CA01B000,2211.580,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050287954010,1/30/2025,View-Ready (Standard) OR2A,10300100D2234700,123.000,$123.00,00:00:00.265,N
ARCHIVE,Public,N,Standard,050287955010,1/30/2025,View-Ready (Standard) 2A,10300100D2234700,335.190,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050288310010,1/31/2025,View-Ready (Standard) OR2A,103001010B470C00,165.530,$165.53,00:00:00.357,N
ARCHIVE,Public,N,Fresh,050288311010,1/31/2025,View-Ready (Standard) 2A,103001010B470C00,615.610,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050289083010,2/3/2025,View-Ready (Standard) 2A,103001000FA24E00,2416.160,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050289084010,2/3/2025,View-Ready (Standard) OR2A,103001000FA24E00,29.420,$29.42,00:00:00.064,N
ARCHIVE,Public,N,Standard,050289085010,2/3/2025,View-Ready (Standard) 2A,103001000F0D8400,2828.100,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Standard,050289086010,2/3/2025,View-Ready (Standard) OR2A,103001000F0D8400,178.520,$178.52,00:00:00.385,N
ARCHIVE,Public,N,Fresh,050289087010,2/3/2025,View-Ready (Standard) OR2A,###############################################################################################################################################################################################################################################################,2.260,$2.26,00:00:00.007,N
ARCHIVE,Public,N,Standard,050289089010,2/3/2025,View-Ready (Standard) OR2A,103001000E863100,144.850,$144.85,00:00:00.313,N
ARCHIVE,Public,N,Standard,050289090010,2/3/2025,View-Ready (Standard) 2A,103001000E863100,2479.020,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050290956010,2/7/2025,View-Ready (Standard) OR2A,B11000110103F700,28.640,$28.64,00:00:00.077,N
ARCHIVE,Public,N,Fresh,050290957010,2/7/2025,View-Ready (Standard) 2A,B11000110103F700,622.550,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050291160010,2/7/2025,DAF75-SO-L2A-Layer-AW276594,B12000210119C500,136.550,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050291161010,2/7/2025,DAF75-SO-LOR2A-Layer-AW276594,B12000210119C500,136.550,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050291295010,2/8/2025,DAF75-SO-LOR2A-Layer-AW276645,B1100021011F0900,152.460,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050291296010,2/8/2025,DAF75-SO-L2A-Layer-AW276645,B1100021011F0900,152.460,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292014010,2/11/2025,DAF75-SO-LOR2A-Layer-AW276645,B1100021011F0A00,142.960,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292033010,2/11/2025,DAF75-SO-L2A-Layer-AW276645,B1100021011F0A00,142.960,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292034010,2/11/2025,DAF75-SO-L2A-Layer-AW276645,B1100021011F0800,138.830,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292035010,2/11/2025,DAF75-SO-LOR2A-Layer-AW276645,B1100021011F0800,138.830,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292255010,2/12/2025,DAF75-SO-LOR2A-Layer-AW276711,B120002101210800,137.280,$0.00,00:00:00.000,Streaming. Do not charge.
ARCHIVE,Public,N,Fresh,050292256010,2/12/2025,DAF75-SO-L2A-Layer-AW276711,B120002101210800,137.280,$0.00,00:00:00.000,Streaming. Do not charge.
